VARI,NOME,DESDE,TAM,F,CATEG,quesito,categorias,categorias_dict
V2562,"NUMERO DE COMPONENTES POR NUMERO DE PESSOAS OCUPADAS NA FAMILIA
  - OUTROS CASOS
 1- UM OU DOIS COMPONENTES COM UMA OCUPAÇÃO
 2- UM OU DOIS COMPONENTES COM DUAS OCUPAÇÕES
 3- TRES COMPONENTES COM UMA OCUPAÇÃO
 4- TRES COMPONENTES COM DUAS OU MAIS OCUPAÇÕES
 5- QUATRO COMPONENTES COM UMA OCUPAÇÃO
 6- QUATRO COMPONENTES COM DUAS OU MAIS OCUPAÇÕES
 7- CINCO OU SEIS COMPONENTES COM UMA OCUPAÇÃO
 8- CINCO OU SEIS COMPONENTES COM DUAS OCUPAÇÕES
 9- CINCO OU SEIS COMPONENTES COM TRES OU MAIS OCUPAÇÕES
10- SETE OU MAIS COMPONENTES COM UMA OCUPAÇÃO
11- SETE OU MAIS COMPONENTES COM DUAS OCUPAÇÕES
12- SETE OU MAIS COMPONENTES COM TRES OU MAIS OCUPAÇÕES",265,2,N,13.0,NUMERO DE COMPONENTES POR NUMERO DE PESSOAS OCUPADAS NA FAMILIA,"  - OUTROS CASOS
 1- UM OU DOIS COMPONENTES COM UMA OCUPAÇÃO
 2- UM OU DOIS COMPONENTES COM DUAS OCUPAÇÕES
 3- TRES COMPONENTES COM UMA OCUPAÇÃO
 4- TRES COMPONENTES COM DUAS OU MAIS OCUPAÇÕES
 5- QUATRO COMPONENTES COM UMA OCUPAÇÃO
 6- QUATRO COMPONENTES COM DUAS OU MAIS OCUPAÇÕES
 7- CINCO OU SEIS COMPONENTES COM UMA OCUPAÇÃO
 8- CINCO OU SEIS COMPONENTES COM DUAS OCUPAÇÕES
 9- CINCO OU SEIS COMPONENTES COM TRES OU MAIS OCUPAÇÕES
10- SETE OU MAIS COMPONENTES COM UMA OCUPAÇÃO
11- SETE OU MAIS COMPONENTES COM DUAS OCUPAÇÕES
12- SETE OU MAIS COMPONENTES COM TRES OU MAIS OCUPAÇÕES","{1: 'UM OU DOIS COMPONENTES COM UMA OCUPAÇÃO', 2: 'UM OU DOIS COMPONENTES COM DUAS OCUPAÇÕES', 3: 'TRES COMPONENTES COM UMA OCUPAÇÃO', 4: 'TRES COMPONENTES COM DUAS OU MAIS OCUPAÇÕES', 5: 'QUATRO COMPONENTES COM UMA OCUPAÇÃO', 6: 'QUATRO COMPONENTES COM DUAS OU MAIS OCUPAÇÕES', 7: 'CINCO OU SEIS COMPONENTES COM UMA OCUPAÇÃO', 8: 'CINCO OU SEIS COMPONENTES COM DUAS OCUPAÇÕES', 9: 'CINCO OU SEIS COMPONENTES COM TRES OU MAIS OCUPAÇÕES', 10: 'SETE OU MAIS COMPONENTES COM UMA OCUPAÇÃO', 11: 'SETE OU MAIS COMPONENTES COM DUAS OCUPAÇÕES', 12: 'SETE OU MAIS COMPONENTES COM TRES OU MAIS OCUPAÇÕES', '': 'OUTROS CASOS'}"
V2563,"NUMERO DE COMPONENTES POR NUMERO DE PESSOAS COM RENDIMENTO NA FAMILIA
  - OUTROS CASOS
 1- UM OU DOIS COMPONENTES COM UMA RENDA FAMILIAR
 2- UM OU DOIS COMPONENTES COM DUAS RENDAS FAMILIARES
 3- TRES COMPONENTES COM UMA RENDA FAMILIAR
 4- TRES COMPONENTES COM DUAS OU MAIS RENDAS FAMILIARES
 5- QUATRO COMPONENTES COM UMA RENDA FAMILIAR
 6- QUATRO COMPONENTES COM DUAS OU MAIS RENDAS FAMILIARES
 7- CINCO OU SEIS COMPONENTES COM UMA RENDA FAMILIAR
 8- CINCO OU SEIS COMPONENTES COM DUAS RENDAS FAMILIARES
 9- CINCO OU SEIS COMPONENTES COM TRES OU MAIS RENDAS FAMILIARES
10- SETE COMPONENTES COM UMA RENDA FAMILIAR
11- SETE COMPONENTES COM DUAS RENDAS FAMILIARES
12- SETE COMPONENTES OU MAIS COM TRES OU MAIS RENDAS FAMILIARES",267,2,N,13.0,NUMERO DE COMPONENTES POR NUMERO DE PESSOAS COM RENDIMENTO NA FAMILIA,"  - OUTROS CASOS
 1- UM OU DOIS COMPONENTES COM UMA RENDA FAMILIAR
 2- UM OU DOIS COMPONENTES COM DUAS RENDAS FAMILIARES
 3- TRES COMPONENTES COM UMA RENDA FAMILIAR
 4- TRES COMPONENTES COM DUAS OU MAIS RENDAS FAMILIARES
 5- QUATRO COMPONENTES COM UMA RENDA FAMILIAR
 6- QUATRO COMPONENTES COM DUAS OU MAIS RENDAS FAMILIARES
 7- CINCO OU SEIS COMPONENTES COM UMA RENDA FAMILIAR
 8- CINCO OU SEIS COMPONENTES COM DUAS RENDAS FAMILIARES
 9- CINCO OU SEIS COMPONENTES COM TRES OU MAIS RENDAS FAMILIARES
10- SETE COMPONENTES COM UMA RENDA FAMILIAR
11- SETE COMPONENTES COM DUAS RENDAS FAMILIARES
12- SETE COMPONENTES OU MAIS COM TRES OU MAIS RENDAS FAMILIARES","{1: 'UM OU DOIS COMPONENTES COM UMA RENDA FAMILIAR', 2: 'UM OU DOIS COMPONENTES COM DUAS RENDAS FAMILIARES', 3: 'TRES COMPONENTES COM UMA RENDA FAMILIAR', 4: 'TRES COMPONENTES COM DUAS OU MAIS RENDAS FAMILIARES', 5: 'QUATRO COMPONENTES COM UMA RENDA FAMILIAR', 6: 'QUATRO COMPONENTES COM DUAS OU MAIS RENDAS FAMILIARES', 7: 'CINCO OU SEIS COMPONENTES COM UMA RENDA FAMILIAR', 8: 'CINCO OU SEIS COMPONENTES COM DUAS RENDAS FAMILIARES', 9: 'CINCO OU SEIS COMPONENTES COM TRES OU MAIS RENDAS FAMILIARES', 10: 'SETE COMPONENTES COM UMA RENDA FAMILIAR', 11: 'SETE COMPONENTES COM DUAS RENDAS FAMILIARES', 12: 'SETE COMPONENTES OU MAIS COM TRES OU MAIS RENDAS FAMILIARES', '': 'OUTROS CASOS'}"
V2805,IDADE CALCULADA,269,3,N,,IDADE CALCULADA,,
V2983,PESO DA PESSOA CONSERVADORA,272,6,N,,PESO DA PESSOA CONSERVADORA,,
V2995,NOVO PESO DO CHEFE,278,6,N,,NOVO PESO DO CHEFE,,
V2996,NOVO PESO DA FAMILIA,284,6,N,,NOVO PESO DA FAMILIA,,
V2997,NOVO PESO DA PESSOA,290,6,N,,NOVO PESO DA PESSOA,,
V3303,"SEXO
1- HOMEM
2- MULHER",13,1,N,2.0,SEXO,"1- HOMEM
2- MULHER","{1: 'HOMEM', 2: 'MULHER'}"
V3304,MÊS DA DATA DE NASCIMENTO,14,2,N,,MÊS DA DATA DE NASCIMENTO,,
V3305,ANO DA DATA DE NASCIMENTO,16,3,N,,ANO DA DATA DE NASCIMENTO,,
V3306,MÊS DA DATA DO FALECIMENTO,19,2,N,,MÊS DA DATA DO FALECIMENTO,,
V3307,ANO DA DATA DO FALECIMENTO,21,3,N,,ANO DA DATA DO FALECIMENTO,,
V3703,IDADE CALCULADA,24,3,N,,IDADE CALCULADA,,
V3983,PESO DA PESSOA CONSERVADORA,27,6,N,,PESO DA PESSOA CONSERVADORA,,
V3995,NOVO PESO DE FALECIMENTO,33,6,N,,NOVO PESO DE FALECIMENTO,,
