VARI,NOME,DESDE,TAM,F,CATEG,quesito,categorias,categorias_dict
V92,OUTRAS RECEITAS DO MÊS DE REFERENCIA ALEM DAS DECLARADAS COM DOAÇÃO OU MESADA,176,6,N,,OUTRAS RECEITAS DO MÊS DE REFERENCIA ALEM DAS DECLARADAS COM DOAÇÃO OU MESADA,,
V93,OUTRAS RECEITAS DO MÊS DE REFERENCIA ALEM DAS DECLARADAS COM ALUGUEL EM GERAL,182,6,N,,OUTRAS RECEITAS DO MÊS DE REFERENCIA ALEM DAS DECLARADAS COM ALUGUEL EM GERAL,,
V94,OUTRAS RECEITAS DO MÊS DE REFERENCIA ALEM DAS DECLARADAS COM VENDA DE IMOVEIS,188,6,N,,OUTRAS RECEITAS DO MÊS DE REFERENCIA ALEM DAS DECLARADAS COM VENDA DE IMOVEIS,,
V95,OUTRAS RECEITAS DO MÊS DE REFERENCIA ALEM DAS DECLARADAS COM ATIVOS IMOBILIARIOS,194,6,N,,OUTRAS RECEITAS DO MÊS DE REFERENCIA ALEM DAS DECLARADAS COM ATIVOS IMOBILIARIOS,,
V96,OUTRAS RECEITAS DO MÊS DE REFERENCIA ALEM DAS DECLARADAS,200,6,N,,OUTRAS RECEITAS DO MÊS DE REFERENCIA ALEM DAS DECLARADAS,,
V97,OUTRAS RECEITAS DO MÊS DE REFERENCIA ALEM DAS DECLARADAS COM ALUGUEL ESTIMADO DO DOMICILIO PROPRIO,206,6,N,,OUTRAS RECEITAS DO MÊS DE REFERENCIA ALEM DAS DECLARADAS COM ALUGUEL ESTIMADO DO DOMICILIO PROPRIO,,
V98,QUANTAS HORAS TRABALHAM HABITUALMENTE POR SEMANA?,212,2,N,,QUANTAS HORAS TRABALHAM HABITUALMENTE POR SEMANA?,,
V99,QUANTAS HORAS TRABALHAM HABITUALMENTE POR SEMANA EM TODOS OS TRABALHOS QUE EXERCE,214,2,N,,QUANTAS HORAS TRABALHAM HABITUALMENTE POR SEMANA EM TODOS OS TRABALHOS QUE EXERCE,,
V100,"POR QUE NÃO TRABALHOU MAIS DE QUARENTA HORAS POR SEMANA PARA GANHAR MAIS?
 - NÃO APLICAVEL
1- TRABALHOU 40 HORAS OU MAIS
2- NÃO ENCONTRA
3- NÃO PODE
4- NÃO PENSOU
5- NÃO QUER
9- SEM DECLARAÇÃO",216,1,N,7.0,POR QUE NÃO TRABALHOU MAIS DE QUARENTA HORAS POR SEMANA PARA GANHAR MAIS?," - NÃO APLICAVEL
1- TRABALHOU 40 HORAS OU MAIS
2- NÃO ENCONTRA
3- NÃO PODE
4- NÃO PENSOU
5- NÃO QUER
9- SEM DECLARAÇÃO","{1: 'TRABALHOU 40 HORAS OU MAIS', 2: 'NÃO ENCONTRA', 3: 'NÃO PODE', 4: 'NÃO PENSOU', 5: 'NÃO QUER', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V101,"CONTRIBUI PARA INSTITUTO DE PREVIDENCIA?
 - NÃO APLICAVEL
1- INPS
2- IPASE
3- SASSE
4- ESTADUAL
5- MUNICIPAL
6- NÃO CONTRIBUI
9- SEM DECLARAÇÃO",217,1,N,4.0,CONTRIBUI PARA INSTITUTO DE PREVIDENCIA?," - NÃO APLICAVEL
1- INPS
2- IPASE
3- SASSE
4- ESTADUAL
5- MUNICIPAL
6- NÃO CONTRIBUI
9- SEM DECLARAÇÃO","{1: 'INPS', 2: 'IPASE', 3: 'SASSE', 4: 'ESTADUAL', 5: 'MUNICIPAL', 6: 'NÃO CONTRIBUI', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V102,"PRIMEIRO TRABALHO?
 - NÃO APLICAVEL
1- SIM
2- NÃO
9- SEM DECLARAÇÃO",218,1,N,4.0,PRIMEIRO TRABALHO?," - NÃO APLICAVEL
1- SIM
2- NÃO
9- SEM DECLARAÇÃO","{1: 'SIM', 2: 'NÃO', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V103,"TEM CARTEIRA DE TRABALHO ASSINADA PELO ATUAL EMPREGADOR?
 - NÃO APLICAVEL
1- TEM
2- NÃO TEM
3- NÃO É EMPREGADO
9- SEM DECLARAÇÃO",219,1,N,5.0,TEM CARTEIRA DE TRABALHO ASSINADA PELO ATUAL EMPREGADOR?," - NÃO APLICAVEL
1- TEM
2- NÃO TEM
3- NÃO É EMPREGADO
9- SEM DECLARAÇÃO","{1: 'TEM', 2: 'NÃO TEM', 3: 'NÃO É EMPREGADO', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V104,NÚMERO DE DIAS EM QUE FALTOU O TRABALHO,220,2,N,,NÚMERO DE DIAS EM QUE FALTOU O TRABALHO,,
V105,"TIPO DE ATENDIMENTO
 - NÃO APLICAVEL
1- PESSOA DA FAMILIA
2- FARMACEUTICO
3- MEDICO
4- OUTRO
5- NÃO FALTOU
9- SEM DECLARAÇÃO",223,1,N,7.0,TIPO DE ATENDIMENTO," - NÃO APLICAVEL
1- PESSOA DA FAMILIA
2- FARMACEUTICO
3- MEDICO
4- OUTRO
5- NÃO FALTOU
9- SEM DECLARAÇÃO","{1: 'PESSOA DA FAMILIA', 2: 'FARMACEUTICO', 3: 'MEDICO', 4: 'OUTRO', 5: 'NÃO FALTOU', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V106,"TEMPO QUE PROCURA DE TRABALHO
 - NÃO APLICAVEL
1- UM MES OU MENOS
2- MAIS DE UM A DOIS MESES
3- MAIS DE DOIS MESES
9- SEM DECLARAÇÃO",223,1,N,5.0,TEMPO QUE PROCURA DE TRABALHO," - NÃO APLICAVEL
1- UM MES OU MENOS
2- MAIS DE UM A DOIS MESES
3- MAIS DE DOIS MESES
9- SEM DECLARAÇÃO","{1: 'UM MES OU MENOS', 2: 'MAIS DE UM A DOIS MESES', 3: 'MAIS DE DOIS MESES', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V107,"QUE FEZ NOS DOIS ULTIMOS MESES PARA CONSEGUIR TRABALHO
 - NÃO APLICAVEL
1- CONSULTOU AGENCIA
2- CONSULTOU EMPREGADOR
3- CONSULTOU PARENTE
4- COLOCOU OU RECEBEU ANUNCIO
5- RECEBEU PROPOSTA
6 - NADA FEZ
9- SEM DECLARAÇÃO",224,1,N,8.0,QUE FEZ NOS DOIS ULTIMOS MESES PARA CONSEGUIR TRABALHO," - NÃO APLICAVEL
1- CONSULTOU AGENCIA
2- CONSULTOU EMPREGADOR
3- CONSULTOU PARENTE
4- COLOCOU OU RECEBEU ANUNCIO
5- RECEBEU PROPOSTA
6 - NADA FEZ
9- SEM DECLARAÇÃO","{1: 'CONSULTOU AGENCIA', 2: 'CONSULTOU EMPREGADOR', 3: 'CONSULTOU PARENTE', 4: 'COLOCOU OU RECEBEU ANUNCIO', 5: 'RECEBEU PROPOSTA', 6: 'NADA FEZ', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V108,"TIPO DE REGIME QUE PROCURA TRABALHO
 - NÃO APLICAVEL
1- TEMPO INTEGRAL
2- TEMPO PARCIAL
9- SEM DECLARAÇÃO",225,1,N,4.0,TIPO DE REGIME QUE PROCURA TRABALHO," - NÃO APLICAVEL
1- TEMPO INTEGRAL
2- TEMPO PARCIAL
9- SEM DECLARAÇÃO","{1: 'TEMPO INTEGRAL', 2: 'TEMPO PARCIAL', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V111,"INDICADORA DE MÃO DE OBRA
  - NÃO APLICAVEL
 0- NÃO RESIDENTE
 1- RESIDENTE
 5- RESIDENTE MAIOR DE 9 ANOS
10- RESIDENTE MAIOR DE 9 ANOS OCUPADOS",226,2,N,5.0,INDICADORA DE MÃO DE OBRA,"  - NÃO APLICAVEL
 0- NÃO RESIDENTE
 1- RESIDENTE
 5- RESIDENTE MAIOR DE 9 ANOS
10- RESIDENTE MAIOR DE 9 ANOS OCUPADOS","{0: 'NÃO RESIDENTE', 1: 'RESIDENTE', 5: 'RESIDENTE MAIOR DE 9 ANOS', 10: 'RESIDENTE MAIOR DE 9 ANOS OCUPADOS', '': 'NÃO APLICAVEL'}"
V112,"INDICADORA DE FECUNDIDADE
  - NÃO APLICAVEL
 0- NÃO RESIDENTE
 1- RESIDENTE
 5- RESIDENTE MAIOR DE 4 ANOS
10- RESIDENTE MAIOR DE 14 ANOS OCUPADOS",228,2,N,5.0,INDICADORA DE FECUNDIDADE,"  - NÃO APLICAVEL
 0- NÃO RESIDENTE
 1- RESIDENTE
 5- RESIDENTE MAIOR DE 4 ANOS
10- RESIDENTE MAIOR DE 14 ANOS OCUPADOS","{0: 'NÃO RESIDENTE', 1: 'RESIDENTE', 5: 'RESIDENTE MAIOR DE 4 ANOS', 10: 'RESIDENTE MAIOR DE 14 ANOS OCUPADOS', '': 'NÃO APLICAVEL'}"
V113,"SEXO X SITUAÇÃO
 - NÃO APLICAVEL
1 - HOMEM URBANO
2 - MULHER URBANA
3 - HOMEM RURAL
4 - MULHER RURAL",230,1,N,5.0,SEXO X SITUAÇÃO," - NÃO APLICAVEL
1 - HOMEM URBANO
2 - MULHER URBANA
3 - HOMEM RURAL
4 - MULHER RURAL","{1: 'HOMEM URBANO', 2: 'MULHER URBANA', 3: 'HOMEM RURAL', 4: 'MULHER RURAL', '': 'NÃO APLICAVEL'}"
V114,"GRUPO DE IDADE QUINQUÊNIO
VER VARIAVEIS AUXILIARES",231,2,N,18.0,GRUPO DE IDADE QUINQUÊNIO,VER VARIAVEIS AUXILIARES,"{'': 'NÃO APLICAVEL', '1': 'DE 0 A 4 ANOS', '2': 'DE 5 A 9 ANOS', '3': 'DE 10 A 14 ANOS', '4': 'DE 15 A 17 ANOS', '5': 'DE 18 A 19 ANOS', '6': 'DE 20 A 24 ANOS', '7': 'DE 25 A 29 ANOS', '8': 'DE 30 A 34 ANOS', '9': 'DE 35 A 39 ANOS', '10': 'DE 40 A 44 ANOS', '11': 'DE 45 A 49 ANOS', '12': 'DE 50 A 54 ANOS', '13': 'DE 55 A 59 ANOS', '14': 'DE 60 A 64 ANOS', '15': 'DE 65 A 69 ANOS', '16': 'DE 70 ANOS E MAIS', '17': 'IDADE IGNORADA'}"
V115,"GRUPO DE IDADE INSTRUÇÃO
  - NÃO APLICAVEL
 1- DE 0 A 4 ANOS
 2- DE 5 A 6 ANOS
 3- DE 7 A 9 ANOS
 4- DE 10 A 14 ANOS
 5- DE 15 A 19 ANOS
 6- DE 20 A 24 ANOS
 7- DE 25 A 29 ANOS
 8- DE 30 A 39 ANOS
 9- DE 40 A 49 ANOS
10- DE 50 A 59 ANOS
11- DE 60 ANOS E MAIS
12- IGNORADA",233,2,N,13.0,GRUPO DE IDADE INSTRUÇÃO,"  - NÃO APLICAVEL
 1- DE 0 A 4 ANOS
 2- DE 5 A 6 ANOS
 3- DE 7 A 9 ANOS
 4- DE 10 A 14 ANOS
 5- DE 15 A 19 ANOS
 6- DE 20 A 24 ANOS
 7- DE 25 A 29 ANOS
 8- DE 30 A 39 ANOS
 9- DE 40 A 49 ANOS
10- DE 50 A 59 ANOS
11- DE 60 ANOS E MAIS
12- IGNORADA","{1: 'DE 0 A 4 ANOS', 2: 'DE 5 A 6 ANOS', 3: 'DE 7 A 9 ANOS', 4: 'DE 10 A 14 ANOS', 5: 'DE 15 A 19 ANOS', 6: 'DE 20 A 24 ANOS', 7: 'DE 25 A 29 ANOS', 8: 'DE 30 A 39 ANOS', 9: 'DE 40 A 49 ANOS', 10: 'DE 50 A 59 ANOS', 11: 'DE 60 ANOS E MAIS', 12: 'IGNORADA', '': 'NÃO APLICAVEL'}"
V116,"IDADE AO TER O 1º FILHO
  - NÃO APLICAVEL
 1- ATE 14 ANOS
 2- DE 15 A 19 ANOS
 3- DE 20 A 24 ANOS
 4- DE 25 A 29 ANOS
 5- DE 30 A 34 ANOS
 6- DE 35 ANOS E MAIS
12- SEM DECLARAÇÃO",235,1,N,8.0,IDADE AO TER O 1º FILHO,"  - NÃO APLICAVEL
 1- ATE 14 ANOS
 2- DE 15 A 19 ANOS
 3- DE 20 A 24 ANOS
 4- DE 25 A 29 ANOS
 5- DE 30 A 34 ANOS
 6- DE 35 ANOS E MAIS
12- SEM DECLARAÇÃO","{1: 'ATE 14 ANOS', 2: 'DE 15 A 19 ANOS', 3: 'DE 20 A 24 ANOS', 4: 'DE 25 A 29 ANOS', 5: 'DE 30 A 34 ANOS', 6: 'DE 35 ANOS E MAIS', 12: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V117,"GRUPO DE IDADE ALTERADO
  - NÃO APLICAVEL
 1- DE 0 A 4 ANOS
 2- DE 5 A 9 ANOS
 3- DE 10 A 14 ANOS
 4- DE 15 A 19 ANOS
 6- DE 30 A 39 ANOS
 7- DE 30 A 39 ANOS
 8- DE 40 A 49 ANOS
 9- DE 50 A 59 ANOS
10- DE 60 ANOS E MAIS
11- IGNORADA",236,2,N,12.0,GRUPO DE IDADE ALTERADO,"  - NÃO APLICAVEL
 1- DE 0 A 4 ANOS
 2- DE 5 A 9 ANOS
 3- DE 10 A 14 ANOS
 4- DE 15 A 19 ANOS
 6- DE 30 A 39 ANOS
 7- DE 30 A 39 ANOS
 8- DE 40 A 49 ANOS
 9- DE 50 A 59 ANOS
10- DE 60 ANOS E MAIS
11- IGNORADA","{1: 'DE 0 A 4 ANOS', 2: 'DE 5 A 9 ANOS', 3: 'DE 10 A 14 ANOS', 4: 'DE 15 A 19 ANOS', 6: 'DE 30 A 39 ANOS', 7: 'DE 30 A 39 ANOS', 8: 'DE 40 A 49 ANOS', 9: 'DE 50 A 59 ANOS', 10: 'DE 60 ANOS E MAIS', 11: 'IGNORADA', '': 'NÃO APLICAVEL'}"
V118,"GRUPO DE IDADE PARA MÃO-DE-OBRA
 - NÃO APLICAVEL
 1- DE 10 A 14 ANOS
 2- DE 15 A 17 ANOS
 3- DE 18 A 19 ANOS
 4- DE 20 A 24 ANOS
 5- DE 25 A 29 ANOS
 6- DE 30 A 39 ANOS
 7- DE 40 A 49 ANOS
 8- DE 50 A 59 ANOS
 9- DE 60 ANOS E MAIS
10- IDADE IGNORADA",238,2,N,11.0,GRUPO DE IDADE PARA MÃO-DE-OBRA," - NÃO APLICAVEL
 1- DE 10 A 14 ANOS
 2- DE 15 A 17 ANOS
 3- DE 18 A 19 ANOS
 4- DE 20 A 24 ANOS
 5- DE 25 A 29 ANOS
 6- DE 30 A 39 ANOS
 7- DE 40 A 49 ANOS
 8- DE 50 A 59 ANOS
 9- DE 60 ANOS E MAIS
10- IDADE IGNORADA","{1: 'DE 10 A 14 ANOS', 2: 'DE 15 A 17 ANOS', 3: 'DE 18 A 19 ANOS', 4: 'DE 20 A 24 ANOS', 5: 'DE 25 A 29 ANOS', 6: 'DE 30 A 39 ANOS', 7: 'DE 40 A 49 ANOS', 8: 'DE 50 A 59 ANOS', 9: 'DE 60 ANOS E MAIS', 10: 'IDADE IGNORADA', '': 'NÃO APLICAVEL'}"
V119,"CLASSE DE IDADE
 - NÃO APLICAVEL
 1- MENOS DE 1 ANO
 2- DE 1 A 4 ANOS
 3- DE 5 A 9 ANOS
 4- DE 10 A 14 ANOS
 5- DE 15 A 19 ANOS
 6- DE 20 A 24 ANOS
 7- DE 25 A 29 ANOS
 8- DE 30 A 34 ANOS
 9- DE 35 A 39 ANOS
10- DE 40 A 44 ANOS
11- DE 45 A 49 ANOS
13- DE 60 ANOS E MAIS
14- IDADE IGNORADA",240,2,N,15.0,CLASSE DE IDADE," - NÃO APLICAVEL
 1- MENOS DE 1 ANO
 2- DE 1 A 4 ANOS
 3- DE 5 A 9 ANOS
 4- DE 10 A 14 ANOS
 5- DE 15 A 19 ANOS
 6- DE 20 A 24 ANOS
 7- DE 25 A 29 ANOS
 8- DE 30 A 34 ANOS
 9- DE 35 A 39 ANOS
10- DE 40 A 44 ANOS
11- DE 45 A 49 ANOS
13- DE 60 ANOS E MAIS
14- IDADE IGNORADA","{1: 'MENOS DE 1 ANO', 2: 'DE 1 A 4 ANOS', 3: 'DE 5 A 9 ANOS', 4: 'DE 10 A 14 ANOS', 5: 'DE 15 A 19 ANOS', 6: 'DE 20 A 24 ANOS', 7: 'DE 25 A 29 ANOS', 8: 'DE 30 A 34 ANOS', 9: 'DE 35 A 39 ANOS', 10: 'DE 40 A 44 ANOS', 11: 'DE 45 A 49 ANOS', 13: 'DE 60 ANOS E MAIS', 14: 'IDADE IGNORADA', '': 'NÃO APLICAVEL'}"
V120,"RENDA MENSAL FAMILIAR NA SEMANA DE REFERENCIA ATE CINCO SALARIOS MINIMOS
 - NÃO APLICAVEL
1- ATE 1/2 SALARIO MINIMO
2- DE 1/2 A UM SALARIO MINIMO
3- DE UM A DOIS SALARIOS MINIMOS
4- DE DOIS A TRES SALARIOS MINIMOS
5- DE TRES A CINCO SALARIOS MINIMOS
6- DE MAIS DE CINCO SALARIOS MINIMOS
7- SEM RENDIMENTO
8- SEM DECLARAÇÃO",242,1,N,9.0,RENDA MENSAL FAMILIAR NA SEMANA DE REFERENCIA ATE CINCO SALARIOS MINIMOS," - NÃO APLICAVEL
1- ATE 1/2 SALARIO MINIMO
2- DE 1/2 A UM SALARIO MINIMO
3- DE UM A DOIS SALARIOS MINIMOS
4- DE DOIS A TRES SALARIOS MINIMOS
5- DE TRES A CINCO SALARIOS MINIMOS
6- DE MAIS DE CINCO SALARIOS MINIMOS
7- SEM RENDIMENTO
8- SEM DECLARAÇÃO","{1: 'ATE 1/2 SALARIO MINIMO', 2: 'DE 1/2 A UM SALARIO MINIMO', 3: 'DE UM A DOIS SALARIOS MINIMOS', 4: 'DE DOIS A TRES SALARIOS MINIMOS', 5: 'DE TRES A CINCO SALARIOS MINIMOS', 6: 'DE MAIS DE CINCO SALARIOS MINIMOS', 7: 'SEM RENDIMENTO', 8: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V121,"RENDIMENTO DA OCUPAÇÃO PRINCIPAL NA SEMANA DE REFERENCIA ATE VINTE SALARIOS MINIMOS
  - NÃO APLICAVEL
 1- ATE 1/2 SALARIO MINIMO
 2- DE 1/2 A UM SALARIO MINIMO
 3- DE UM A DOIS SALARIOS MINIMOS
 4- DE DOIS A TRES SALARIOS MINIMOS
 5- DE TRES A CINCO SALARIOS MINIMOS
 6- DE CINCO A DEZ SALARIOS MINIMOS
 7- DE DEZ A VINTE SALARIOS MINIMOS
 8- MAIS DE VINTE SALARIOS MINIMOS
 9- SEM RENDIMENTO
10- SEM DECLARAÇÃO",243,2,N,11.0,RENDIMENTO DA OCUPAÇÃO PRINCIPAL NA SEMANA DE REFERENCIA ATE VINTE SALARIOS MINIMOS,"  - NÃO APLICAVEL
 1- ATE 1/2 SALARIO MINIMO
 2- DE 1/2 A UM SALARIO MINIMO
 3- DE UM A DOIS SALARIOS MINIMOS
 4- DE DOIS A TRES SALARIOS MINIMOS
 5- DE TRES A CINCO SALARIOS MINIMOS
 6- DE CINCO A DEZ SALARIOS MINIMOS
 7- DE DEZ A VINTE SALARIOS MINIMOS
 8- MAIS DE VINTE SALARIOS MINIMOS
 9- SEM RENDIMENTO
10- SEM DECLARAÇÃO","{1: 'ATE 1/2 SALARIO MINIMO', 2: 'DE 1/2 A UM SALARIO MINIMO', 3: 'DE UM A DOIS SALARIOS MINIMOS', 4: 'DE DOIS A TRES SALARIOS MINIMOS', 5: 'DE TRES A CINCO SALARIOS MINIMOS', 6: 'DE CINCO A DEZ SALARIOS MINIMOS', 7: 'DE DEZ A VINTE SALARIOS MINIMOS', 8: 'MAIS DE VINTE SALARIOS MINIMOS', 9: 'SEM RENDIMENTO', 10: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V122,"RENDIMENTO DE TODAS AS OCUPAÇÕES NA SEMANA DE REFERENCIA ATE VINTE SALARIO MINIMOS
  - NÃO APLICAVEL
 1- ATE 1/2 SALARIO MINIMO
 2- DE 1/2 A UM SALARIO MINIMO
 3- DE UM A DOIS SALARIOS MINIMOS
 4- DE DOIS A TRES SALARIOS MINIMOS
 5- DE TRES A CINCO SALARIOS MINIMOS
 6- DE CINCO A DEZ SALARIOS MINIMOS
 7- DE DEZ A VINTE SALARIOS MINIMOS
 8- MAIS DE VINTE SALARIOS MINIMOS
 9- SEM RENDIMENTO
10- SEM DECLARAÇÃO",245,2,N,11.0,RENDIMENTO DE TODAS AS OCUPAÇÕES NA SEMANA DE REFERENCIA ATE VINTE SALARIO MINIMOS,"  - NÃO APLICAVEL
 1- ATE 1/2 SALARIO MINIMO
 2- DE 1/2 A UM SALARIO MINIMO
 3- DE UM A DOIS SALARIOS MINIMOS
 4- DE DOIS A TRES SALARIOS MINIMOS
 5- DE TRES A CINCO SALARIOS MINIMOS
 6- DE CINCO A DEZ SALARIOS MINIMOS
 7- DE DEZ A VINTE SALARIOS MINIMOS
 8- MAIS DE VINTE SALARIOS MINIMOS
 9- SEM RENDIMENTO
10- SEM DECLARAÇÃO","{1: 'ATE 1/2 SALARIO MINIMO', 2: 'DE 1/2 A UM SALARIO MINIMO', 3: 'DE UM A DOIS SALARIOS MINIMOS', 4: 'DE DOIS A TRES SALARIOS MINIMOS', 5: 'DE TRES A CINCO SALARIOS MINIMOS', 6: 'DE CINCO A DEZ SALARIOS MINIMOS', 7: 'DE DEZ A VINTE SALARIOS MINIMOS', 8: 'MAIS DE VINTE SALARIOS MINIMOS', 9: 'SEM RENDIMENTO', 10: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V123,"RENDA DE TODAS AS OCUPAÇÕES NA SEMANA DE REFERENCIA ATE DEZ SALARIOS MINIMOS
 - NÃO APLICAVEL
1- ATE 1/2 SALARIO MINIMO
2- DE 1/2 A UM SALARIO MINIMO
3- DE UM A DOIS SALARIOS MINIMOS
4- DE DOIS A TRES SALARIOS MINIMOS
5- DE TRES A CINCO SALARIOS MINIMOS
6- DE CINCO A DEZ SALARIOS MINIMOS
7- MAIS DE DEZ SALARIOS MINIMOS
8- SEM RENDIMENTO
9- SEM DECLARAÇÃO",247,1,N,10.0,RENDA DE TODAS AS OCUPAÇÕES NA SEMANA DE REFERENCIA ATE DEZ SALARIOS MINIMOS," - NÃO APLICAVEL
1- ATE 1/2 SALARIO MINIMO
2- DE 1/2 A UM SALARIO MINIMO
3- DE UM A DOIS SALARIOS MINIMOS
4- DE DOIS A TRES SALARIOS MINIMOS
5- DE TRES A CINCO SALARIOS MINIMOS
6- DE CINCO A DEZ SALARIOS MINIMOS
7- MAIS DE DEZ SALARIOS MINIMOS
8- SEM RENDIMENTO
9- SEM DECLARAÇÃO","{1: 'ATE 1/2 SALARIO MINIMO', 2: 'DE 1/2 A UM SALARIO MINIMO', 3: 'DE UM A DOIS SALARIOS MINIMOS', 4: 'DE DOIS A TRES SALARIOS MINIMOS', 5: 'DE TRES A CINCO SALARIOS MINIMOS', 6: 'DE CINCO A DEZ SALARIOS MINIMOS', 7: 'MAIS DE DEZ SALARIOS MINIMOS', 8: 'SEM RENDIMENTO', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V124,"RENDA DE TODAS AS OCUPÃÇÕES NA SEMANA DE REFERENCIA ATE CINCO SALARIOS MINIMOS
 - NÃO APLICAVEL
1- ATE 1/2 SALARIO MINIMO
2- DE 1/2 A UM SALARIO MINIMO
3- DE UM A DOIS SALARIOS MINIMOS
4- DE DOIS A TRES SALARIOS MINIMOS
5- DE TRES A CINCO SALARIOS MINIMOS
6- MAIS DE CINCO SALARIOS MINIMOS
7- SEM RENDIMENTO
8- SEM DECLARAÇÃO",248,1,N,9.0,RENDA DE TODAS AS OCUPÃÇÕES NA SEMANA DE REFERENCIA ATE CINCO SALARIOS MINIMOS," - NÃO APLICAVEL
1- ATE 1/2 SALARIO MINIMO
2- DE 1/2 A UM SALARIO MINIMO
3- DE UM A DOIS SALARIOS MINIMOS
4- DE DOIS A TRES SALARIOS MINIMOS
5- DE TRES A CINCO SALARIOS MINIMOS
6- MAIS DE CINCO SALARIOS MINIMOS
7- SEM RENDIMENTO
8- SEM DECLARAÇÃO","{1: 'ATE 1/2 SALARIO MINIMO', 2: 'DE 1/2 A UM SALARIO MINIMO', 3: 'DE UM A DOIS SALARIOS MINIMOS', 4: 'DE DOIS A TRES SALARIOS MINIMOS', 5: 'DE TRES A CINCO SALARIOS MINIMOS', 6: 'MAIS DE CINCO SALARIOS MINIMOS', 7: 'SEM RENDIMENTO', 8: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V125,"RENDA MENSAL PESSOAL NA SEMANA DE REFERENCIA ATE VINTE SALARIOS MINIMOS
  - NÃO APLICAVEL
 1- ATE 1/2 SALARIO MINIMO
 2- DE 1/2 A UM SALARIO MINIMO
 3- DE UM A DOIS SALARIOS MINIMOS
 4- DE DOIS A TRES SALARIOS MINIMOS
 5- DE TRES A CINCO SALARIOS MINIMOS
 6- DE CINCO A DEZ SALARIOS MINIMOS
 7- DE DEZ A VINTE SALARIOS MINIMOS
 8- MAIS DE VINTE SALARIOS MINIMOS
 9- SEM RENDIMENTO
10- SEM DECLARAÇÃO",249,2,N,11.0,RENDA MENSAL PESSOAL NA SEMANA DE REFERENCIA ATE VINTE SALARIOS MINIMOS,"  - NÃO APLICAVEL
 1- ATE 1/2 SALARIO MINIMO
 2- DE 1/2 A UM SALARIO MINIMO
 3- DE UM A DOIS SALARIOS MINIMOS
 4- DE DOIS A TRES SALARIOS MINIMOS
 5- DE TRES A CINCO SALARIOS MINIMOS
 6- DE CINCO A DEZ SALARIOS MINIMOS
 7- DE DEZ A VINTE SALARIOS MINIMOS
 8- MAIS DE VINTE SALARIOS MINIMOS
 9- SEM RENDIMENTO
10- SEM DECLARAÇÃO","{1: 'ATE 1/2 SALARIO MINIMO', 2: 'DE 1/2 A UM SALARIO MINIMO', 3: 'DE UM A DOIS SALARIOS MINIMOS', 4: 'DE DOIS A TRES SALARIOS MINIMOS', 5: 'DE TRES A CINCO SALARIOS MINIMOS', 6: 'DE CINCO A DEZ SALARIOS MINIMOS', 7: 'DE DEZ A VINTE SALARIOS MINIMOS', 8: 'MAIS DE VINTE SALARIOS MINIMOS', 9: 'SEM RENDIMENTO', 10: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
