VARI,NOME,DESDE,TAM,CODI,S,F,C,CATEG,RENO,TE,categorias_dict,quesito
V2911,QTDE.PESSOAS OCUP.1 A 5,282,2,,N,,,8,,,"{'01': 'UMA', '02': 'DUAS', '03': 'TRES', '04': 'QUATRO', '05': 'CINCO', '09': 'IGNORADO'}",QTDE.PESSOAS OCUP.1 A 5
V2921,DE 6 A 10 OC.TRAB.PRINC.,284,1,,N,,,2,,,{'3': 'SIM'},DE 6 A 10 OC.TRAB.PRINC.
V2931,QTDE.PESSOAS OCUP.6 A 10,285,2,,N,,,8,,,"{'06': 'SEIS', '07': 'SETE', '08': 'OITO', '09': 'NOVE', '10': 'DEZ', '98': 'IGNORADO DE 1 A 10', '99': 'IGNORADO DE 6 A 10'}",QTDE.PESSOAS OCUP.6 A 10
V2941,MAIS DE 10 OC.TRAB.PRINC,287,1,,N,,,2,,,{'5': 'SIM'},MAIS DE 10 OC.TRAB.PRINC
V2902,TRAB.PRINC.ESTABELEC.EM,288,1,,N,,,9,,,"{'2': 'LOJA/ESCRIT/OFICIN', '3': 'VEÍCULO', '5': 'OUTRO DOMICÍLIO', '6': 'VIA PÚBLICA', '7': 'OUTRO', '9': 'IGNORADO'}",TRAB.PRINC.ESTABELEC.EM
V3001,ANOS NO TRABALHO PRINC.,289,2,,N,,,,,,{},ANOS NO TRABALHO PRINC.
V3011,MESES NO TRABALHO PRINC.,291,2,,N,,,,,,{},MESES NO TRABALHO PRINC.
V3002,PROC.OUT.TRAB(23 A 29/4),293,1,,N,,,4,,,"{'1': 'SIM', '3': 'NÃO', '9': 'IGNORADO'}",PROC.OUT.TRAB(23 A 29/4)
V3003,PROC.OUT.TRAB(1/3-22/4),294,1,,N,,,4,,,"{'2': 'SIM', '4': 'NÃO', '9': 'IGNORADO'}",PROC.OUT.TRAB(1/3-22/4)
V3004,PROV.P/CONS.OUTRO TRAB.,295,1,,N,,,10,,,"{'2': 'FEZ CONCURSO', '4': 'ANUNCIO', '7': 'OUTRA', '8': 'NENHUMA', '9': 'IGNORADO'}",PROV.P/CONS.OUTRO TRAB.
V3005,DIA ULT.PROVIDÊNCIA,296,2,,N,,,33,,,"{'01': 'PRIMEIRO', '02': 'DOIS', '03': 'TRES', '04': 'QUATRO', '05': 'CINCO', '06': 'SEIS', '07': 'SETE', '08': 'OITO', '09': 'NOVE', '10': 'DEZ', '11': 'ONZE', '12': 'DOZE', '13': 'TREZE', '14': 'CATORZE', '15': 'QUINZE', '16': 'DEZESSEIS', '17': 'DEZESSETE', '18': 'DEZOITO', '19': 'DEZENOVE', '20': 'VINTE', '21': 'VINTE E UM', '22': 'VINTE E DOIS', '23': 'VINTE E TRES', '24': 'VINTE E QUATRO', '25': 'VINTE E CINCO', '26': 'VINTE E SEIS', '27': 'VINTE E SETE', '28': 'VINTE E OITO', '29': 'VINTE E NOVE', '30': 'TRINTA', '31': 'TRINTA E UM', '99': 'IGNORADO'}",DIA ULT.PROVIDÊNCIA
V3015,MES ULT.PROVIDÊNCIA,298,2,,N,,,4,,,"{'08': 'AGOSTO', '09': 'SETEMBRO', '99': 'IGNORADO'}",MES ULT.PROVIDÊNCIA
V3006,ESTAVA TOMANDO PROVID.,300,1,,N,,,5,,,"{'2': 'MUDAR DE TRABALHO', '4': 'TRABALHO ADICIONAL', '6': 'O QUE CONSEGUISSE', '9': 'IGNORADO'}",ESTAVA TOMANDO PROVID.
V3007,HORAS DISP.TRAB.ADIC.,301,2,,N,,,,,,{},HORAS DISP.TRAB.ADIC.
V3008,ESTAVA PROCURANDO,303,1,,N,,,6,,,"{'1': 'EMPREGO C/CARTEIRA', '3': 'EMPREGO S/CARTEIRA', '7': 'NÃO REMUNERADO', '9': 'IGNORADO'}",ESTAVA PROCURANDO
V3009,OCUP-TEVE TRAB.REM.ANT.,304,1,,N,,,4,,,"{'2': 'SIM', '4': 'NÃO', '9': 'IGNORADO'}",OCUP-TEVE TRAB.REM.ANT.
V3010,OCUP-TEVE TRAB.S/REM.ANT,305,1,,N,,,4,,,"{'1': 'SIM', '3': 'NÃO', '9': 'IGNORADO'}",OCUP-TEVE TRAB.S/REM.ANT
V3101,INATIVO-TEVE TRAB.REMUN,306,1,,N,,,4,,,"{'1': 'SIM', '3': 'NÃO'}",INATIVO-TEVE TRAB.REMUN
V3102,INATIVO-TEVE TRAB.S/REM.,307,1,,N,,,4,,,"{'2': 'SIM', '4': 'NÃO', '9': 'IGNORADO'}",INATIVO-TEVE TRAB.S/REM.
V3201,ANOS SAIU ULT.TRAB.REM.,308,2,,N,,,,,,{},ANOS SAIU ULT.TRAB.REM.
V3211,MESES SAIU ULT.TRAB.REM,310,2,,N,,,,,,{},MESES SAIU ULT.TRAB.REM
V3202,OCUPAÇÃO-ULT.TRAB.REM.,312,3,,N,,,367,,,"{'1': 'AGRICULTOR', '2': 'CRIADOR BOVINO', '3': 'AVICULTOR', '4': 'CRIADOR DIVERSOS', '5': 'PROP.AGROP.S/ESP', '6': 'EMP.EXT.VEG.PESC', '7': 'EMP. EXTR. MINERAL', '9': 'EMP. CONSTR. CIVIL', '10': 'COMERCIANTE', '11': 'HOTEL DON PENSÃO', '12': 'EMPRES TRANSPORTES', '20': 'MINISTRO ETC', '21': 'DIRETOR ASSESSOR', '30': 'ADM. AGROPEC.', '31': 'ADM.EXT.VEG.PESCA', '32': 'ADM.EXT. MINERAL', '34': 'ADM.CONSTR.CIVIL', '35': 'ADM.COM.MERCAD.', '36': 'ADM. HOTEIS', '37': 'ADM. TRANSPORTES', '38': 'ADM. FINANCEIRAS', '39': 'OUTROS ADMINISTR', '40': 'ENCARREGADO ADMI', '50': 'FISCAIS TRIBUTOS', '51': 'INSPET. TRABALHO', '52': 'ASSIST. ADMINIST', '53': 'CAIXAS', '54': 'ALMOXARIFES', '55': 'EXPEDIDORES', '56': 'DATILOGRAFOS', '57': 'OP.TELEIMPRESSOR', '58': 'OP.MAQ.P.AUTOMAT', '59': 'SECRETARIAS', '60': 'AUX.CONTABILIDADE', '61': 'OP.COPIADORAS', '62': 'ARQUIVISTAS', '63': 'RECEPCIONISTAS', '64': 'AUX. ADMINISTRATIV', '65': 'AUX. ESCRITÓRIO', '101': 'ENGENHEIRO', '102': 'ARQUITETOS', '103': 'AGRIMENSORES', '104': 'CARTOGRAFOS', '111': 'DESENHISTAS', '112': 'TEC. EDIFIC.', '113': 'OUTR. OCUP. ENG.', '121': 'QUIMICOS', '122': 'FARMACÊUTICOS', '123': 'FÍSICOS', '124': 'GEÓLOGOS MINERAL.', '125': 'OUT.QUIMICA/FISIC', '131': 'TEC. QUIMICOS', '132': 'PRATICO FARMÁCIA', '133': 'TEC.  METEOROLOGIA', '141': 'AGRONOMOS', '142': 'BIOLOGISTAS', '143': 'FARMACOLOGISTAS', '144': 'VETERINÁRIOS', '151': 'MÉDICOS', '152': 'DENTISTAS', '153': 'ENFERMEIROS DIP', '154': 'OUT. MEDICINA', '161': 'ACADEMICO HOSP', '162': 'ENFERM. NÃO DIP', '163': 'MASSAGISTAS', '164': 'ORTOPTISTAS/OTIC', '165': 'OP.EQ.MÉDICOS', '166': 'PARTEIRAS', '167': 'PROTETICOS', '168': 'TEC.ANAL.CLÍNICA', '171': 'MATEMÁTICOS', '172': 'ESTATÍSTICOS', '181': 'ECONOMISTAS', '182': 'CONTADORES', '183': 'TEC. ADMINISTRATIV', '191': 'TEC. CONTABILIDADE', '192': 'TEC. ESTATÍSTICA.', '193': 'PROG. COMPUTADOR', '201': 'SOCIOLOGOS ETC', '202': 'PSICOLOGOS', '203': 'GEOGRAFOS', '204': 'ASSIST. SOCIAIS', '205': 'OUT. CIENT. SOC.', '211': 'PROF. PESQUISADOR', '212': 'PROF. SUPERIOR', '213': 'PROF. 2.GRAU', '214': 'PROF.5 A 8 SÉRIE', '215': 'PROF.1 A 4 SÉRIE', '216': 'PROF. 1. GRAU', '217': 'PROF. PRE.ESC.', '218': 'PROF. PROFISS.', '219': 'PROFESSOR', '221': 'ORIENT. ENSINO', '222': 'INSPETOR ALUNOS', '231': 'MAGISTRADOS', '232': 'PROCURADORES ETC', '233': 'ADVOGADOS ETC', '241': 'TABELIÃES', '242': 'ESCRIVÃES', '243': 'OFICIAIS JUSTIÇA', '244': 'OUT.AUX.JUSTIÇA', '251': 'RELIGIOSOS', '271': 'ESCULTOR PINTOR', '272': 'ARTESÃO', '273': 'DECORADOR/CENÓGRAF', '274': 'FOTÓGRAFOS', '276': 'ART.TV.CINE.TEATRO', '277': 'ART. DE CIRCO', '280': 'CINEGRAFISTAS ETC', '282': 'OUT.OP.RADIO/TV', '283': 'OP.PROJETO CINE.', '291': 'BIBLIOTECARIOS', '292': 'MUSEOLOGOS ARQ.', '293': 'OUT.OCUP.', '301': 'PROD AGROP AUT', '302': 'TECN AGROPECUÁRIA', '304': 'OUTR TRAB AGROP', '321': 'CAÇADORES', '322': 'PESCADORES', '331': 'MADEIREIROS', '332': 'LENHADORES', '333': 'CARVOEIROS', '334': 'SERINGUEIROS', '335': 'ERVATEIROS', '341': 'MINEIROS', '345': 'CANTEIROS/MARROEI', '351': 'OP MAQ EXT MINERI', '371': 'GARIMPEIROS', '381': 'SALINEIROS', '391': 'SONDAD.POÇO GÁS', '401': 'TEC EMP EXT MIN', '403': 'MESTRES IND TÉXTIL', '404': 'MESTRE CONST CIVIL', '406': 'OUTROS MESTRES', '411': 'FORNEIRO METALUR', '412': 'LAMINADORES', '413': 'TREFILADORES', '414': 'MODELADORES MACH', '415': 'GALVANIZADOR ETC', '417': 'POLIDORES ESMERIL', '418': 'FERRAMENTEIROS', '419': 'ESTAMPADORES MECA', '420': 'OPERADOR PRENSA', '421': 'FRESADOR/FURADOR', '422': 'TORNEIRO MECÂNICO', '423': 'AJUSTADOR MONTADOR', '424': 'MECÂNICO VEÍCULO', '425': 'MECÂNICOS', '426': 'SOLDADORES', '427': 'REBITADORES', '428': 'CALDEIREIROS', '430': 'FUNILEIROS', '431': 'LANTERNEIROS', '441': 'CARDADOR/PENTEAD', '442': 'MACAROQUEIRO BOB', '443': 'FIANDEIROS', '444': 'RENDEIROS', '445': 'URDIDORES', '446': 'CORDOEIROS', '447': 'TECELÕES', '448': 'TAPECEIROS', '449': 'REDEIROS', '450': 'ALVEJADORES TINT', '451': 'ESTAMPADOR TÉXTIL', '452': 'ACABADOR D PANO', '461': 'CORREEIRO SELEI', '462': 'CURTIDORES', '471': 'AUX DE COSTURA', '472': 'CALCEIROS/CAMISEIR', '473': 'MODELISTAS CORT', '475': 'CHAPELEIRO PALHA', '476': 'CHAPEL. EXC PALHA', '477': 'SAPATEIROS', '478': 'TRAB FABR SAPATO', '479': 'BOLSEIRO CINTEIRO', '481': 'MARCENEIRO', '482': 'CARPINTEIRO', '483': 'TANOEIROS', '484': 'OPER MAQ MARCENARI', '485': 'SERRADORES', '486': 'PREP COMPENSADO', '487': 'ESTOFADOR CAPOTEIR', '488': 'COLCHOEIROS', '489': 'LUSTRADOR MADEIRA', '490': 'CESTEIRO E ESTEI', '491': 'MONT EQ ELÉTRICO', '492': 'MONT EQ ELETRÔNICO', '493': 'REP EQUIPAMENTOS', '494': 'MONTAD RADIO/TV', '495': 'REPAR   RADIO/TV', '496': 'ELETRIC INSTAL', '497': 'INST REP EQ TELE', '498': 'INST REP LIN ELE', '499': 'OP INST ENERG EL', '511': 'ARMADOR CONCRETO', '512': 'PEDREIROS', '513': 'SERV PEDREIRO', '514': 'PINTOR CAIADOR', '515': 'ESTUCADORES', '516': 'LADRILHEIRO TAQ', '517': 'ENCANADORES', '518': 'VIDRACEIRO', '519': 'CALCETEIRO ASFAL', '520': 'CALAFATES', '521': 'OP MAQ CONST CIV', '531': 'LING SALSICHEIRO', '532': 'CHARQUEADORES', '533': 'MAGAREFES', '534': 'OCUP IND LATICÍNIO', '536': 'MACARRONEIRO PAS', '537': 'PADEIROS', '538': 'FARINHEIRO MOLEI', '539': 'OCUP IND AÇÚCAR', '540': 'OCUP IND BEBIDAS', '541': 'OCUP IND CAFÉ', '542': 'OCUP IND PESCADO', '543': 'OCUP IND CHA ETC', '544': 'OCUP IND OLEAGINOS', '551': 'LINOTIPISTAS', '552': 'TIPOGRAFOS', '553': 'CLICHERISTA E GR', '554': 'IMPRESSORES', '555': 'REVIS IND GRÁFICA', '556': 'ENCADERNADOR CAR', '557': 'OUT OCUP IND GRA', '561': 'VIDREIRO AMPOLEI', '562': 'CERAMISTAS LOUCE', '563': 'PINTORES CERAMIC', '564': 'OLEIROS', '571': 'INSP QUALIDADE', '572': 'OURIVES RELOJOEIRO', '573': 'LAPIDADORES', '574': 'BORRACHEIROS', '575': 'VULCANIZADOR REC', '576': 'FOGUETEIROS', '577': 'VASSOUREIROS', '578': 'MARMORISTAS', '579': 'PREPADORES FUMO', '580': 'CHARUTEIROS CIGA', '581': 'PINTORES A PISTO', '582': 'OPER EMPILHADEIR', '583': 'FOGUISTAS', '584': 'EMB MERCADORIAS', '585': 'OCUP IND PAPEL', '586': 'OC IND ART BORRACH', '587': 'OC IND ART CIMENTO', '588': 'SUPERV SEGURANÇA', '589': 'OUT OCUP IND TRA', '601': 'COMERC C/PRÓPRIA', '602': 'VENDEDORES', '603': 'OPER DE CAIXA', '604': 'REPOSIT MERCADOR', '605': 'DEMONSTRADORES', '611': 'FEIRANTES', '612': 'AGUADEIROS', '613': 'DOCEIROS ETC', '614': 'QUITANDEIROS ETC', '615': 'TRIPEIRO ETC', '616': 'BILHETEIROS', '617': 'OUTR OCUP AMBULANT', '631': 'PRACISTAS E VIAJ', '632': 'REPRES COMERCIAL', '633': 'PROPAGANDISTA', '641': 'CORRETOR SEGUROS', '642': 'CORRETOR IMÓVEIS', '643': 'CORRET TIT/VALOR', '644': 'AVALIADOR LEILOEIR', '645': 'OUTR AG CORRETOR', '646': 'COMPRADORES', '711': 'AVIADOR CIVIL', '712': 'COMISS DE BORDO', '721': 'OFIC MARIN MERC', '723': 'MAQ DE EMBARCAÇÃO', '724': 'FOGUISTA EMBARCAÇÃ', '725': 'MARINHEIRO CIVIL', '726': 'TAIFEIROS', '727': 'BARQUEIROS CANOEIR', '731': 'GUINDASTEIROS', '732': 'ESTIVADORES', '741': 'AG ESTR DE FERRO', '742': 'CONDUT CHEF TREM', '743': 'MAQUINISTA TREM', '744': 'FOGUISTAS TREM', '745': 'GUARDA-FREIOS', '746': 'MANOBREIRO SINAL', '751': 'MOTORISTAS', '752': 'TROCADORES', '753': 'CARROCEIRO TROP', '761': 'INSP DESP TRANSP', '762': 'TRAB CONS FERROV', '771': 'AG POSTAL E TELE', '772': 'POSTALISTAS', '773': 'TELEGR. RADIOTEL', '774': 'TELEFONISTAS', '775': 'CARTEIROS', '776': 'GUARDA-FIOS', '801': 'PROPRIETÁRIOS', '805': 'EMPREG DOMÉSTICO', '811': 'HOTEL DON PENSÃO', '812': 'CAMAREIROS', '813': 'COZINHEIROS', '814': 'GARCONS', '815': 'ATENDENTE BAR', '821': 'CABELEIREIROS', '822': 'BARBEIROS', '823': 'MAQUILADORES ETC', '824': 'MANICURO E PEDICUR', '826': 'ENGRAXATES', '831': 'JOGADOR DE FUTEBOL', '832': 'LUTADOR/ATLETA', '833': 'JUIZ DE ESPORTES', '834': 'TÉCNICO ESPORTES', '841': 'PORTEIROS', '842': 'ASCENSORISTAS', '843': 'VIGIAS', '844': 'SERVENTES', '845': 'CONTÍNUOS', '853': 'OFIC PRACAS BOMB', '855': 'INVEST. POLÍCIA', '856': 'GUARDA-CIV INSPETO', '857': 'CARCEREIRO ETC', '858': 'DATILOSCOPISTA', '859': 'GUARDA-VIG PARTI', '911': 'APRENDIZES', '912': 'BILHETEIRO DIVER', '913': 'BOMB. EXC C. BOM', '914': 'CAPATAZES', '915': 'DEDETIZADORES', '916': 'GUARD AUTOMÓVEIS', '917': 'GUARDA SANITÁRIO', '918': 'INSPETOR FISCAIS', '919': 'JARDIN EXC LAVOURA', '920': 'LIXEIROS', '921': 'LUBRIFICADORES', '922': 'OPER TRAT ÁGUA', '923': 'OP MAQ EXC AGROP', '924': 'TRABALHAD BRAÇAL', '925': 'TRAB CONS RODOV', '927': 'SEM DECLARAÇÃO'}",OCUPAÇÃO-ULT.TRAB.REM.
V3203,ATIVIDADE-ULT.TRAB.REM.,315,3,,N,,,167,,,"{'11': 'CULTURA AGAVE', '12': 'CULTURA ALGODÃO', '13': 'CULTURA ARROZ', '14': 'CULTURA BANANA', '15': 'CULTURA CACAU', '16': 'CULTURA CAFÉ', '17': 'CULT CANA-AÇÚCAR', '18': 'CULTURA FUMO', '19': 'CULTURA MANDIOCA', '20': 'CULTURA MILHO', '21': 'CULTURA SOJA', '22': 'CULTURA TRIGO', '23': 'HORTIC FLORICULTUR', '24': 'SILVICULTURA', '25': 'CULT NÃO DISCRIM', '26': 'PECUÁRIA', '27': 'AVICULTURA', '28': 'APICULT SERICULTUR', '29': 'ATIV NÃO DEFINID', '31': 'EXT BORRACHA', '32': 'EXT ERVA-MATE', '33': 'EXT PLANTAS FIBR', '34': 'EXT FRUTOS SEMENTE', '35': 'EXT MADEIRAS', '36': 'PROD CARVÃO VEGETA', '37': 'ATIV NÃO DEFINIDA', '41': 'PESCA', '42': 'PISCICULTURA', '50': 'EXT APAR MAT CON', '52': 'EXT CARV PEDRA', '53': 'EXP SALINAS FONT', '54': 'FAIS GAR MIN NMET', '55': 'FAIS GAR MIN MET', '56': 'EXT MIN RADIOATIV', '57': 'EXT MIN NÃO METAL', '58': 'EXT MIN METÁLICOS', '59': 'ATIV NÃO DEFINIDA', '100': 'IND TRAN MIN NMET', '110': 'IND METALURGICAS', '120': 'IND MECÂNICAS', '130': 'IND MAT ELET COM', '140': 'IND MAT TRANSPORTE', '150': 'IND MADEIRA', '151': 'IND DOMIC ART PAL', '160': 'IND MOBILIÁRIO', '170': 'IND PAPEL PAPELÃO', '180': 'IND BORRACHA', '190': 'IND COUROS PELES', '200': 'IND QUIMICAS', '201': 'IND PROD PETRÓLEO', '220': 'IND PERF SABÃO VE', '230': 'IND PROD PLÁSTICOS', '240': 'IND TEXTEIS', '241': 'IND DOMIC TEXTEIS', '250': 'IND VESTUÁRIO', '251': 'IND CALÇADOS', '270': 'IND BEBIDAS', '280': 'IND FUMO', '290': 'IND EDIT GRÁFICAS', '300': 'ATIV NÃO DEFINIDA', '340': 'IND CONSTRUÇÃO', '351': 'PROD DISTR EN EL', '353': 'ABAST ÁGUA ETC', '354': 'LIMP PUBL REM LIX', '410': 'COM PROD AGROP EX', '412': 'COM TEC ART TECIDO', '413': 'COM MOV TAPEC ART', '414': 'COM PAPEL IMPRESSÃ', '415': 'COM FERRAGENS ETC', '416': 'COM MAQ APAREL IN', '417': 'COM VEICULOS ACES', '418': 'COM PROD QUIM FAR', '420': 'COM AMBULANTE', '421': 'FEIRAS', '422': 'SUPERMERCADOS', '424': 'ATIV NÃO DEFINIDA', '451': 'BANCOS FINANC ETC', '452': 'CAIXAS ECON COOP', '453': 'SEGUROS', '461': 'ADM COM INC IMÓVEI', '462': 'COM TIT E MOEDAS', '463': 'CONC LOTERIAS ETC', '464': 'ORG CART CRÉDITO', '471': 'TRANS TRAC ANIMAL', '472': 'TRANS RODOV PASSA', '473': 'TRANS RODOV CARGA', '474': 'TRANS FERROVIÁRIO', '475': 'TRANS MARÍTIMO', '476': 'TRANSPORTE AÉREO', '477': 'ATIV NÃO DEFINIDA', '481': 'SERV POSTAIS', '482': 'COMUNIC TELEFÔNICA', '511': 'SERV ALOJAMENTO', '512': 'SERV ALIMENTAÇÃO', '521': 'SERV REP ELÉTRICA', '522': 'SERV REP VEÍCULOS', '523': 'SERV REP MADEIRA', '524': 'SERV REP INSTALAÇÃ', '525': 'SERV REP NÃO INCL', '532': 'SERV CONFECÇÃO', '533': 'SERV PESS N INCLU', '541': 'SERV CONS VESTUÁRI', '543': 'SERV VIG E GUARDA', '544': 'SER DOM REMUNERADO', '545': 'SER DOMIC N INCLU', '551': 'SERV DIV ARTIST', '552': 'SERV RADIODIFUSÃO', '571': 'SERV JURÍDICO', '573': 'SERV ASSESSORIA', '574': 'SERV ENGEN ARQUI', '576': 'SERV TRADUÇÃO', '577': 'ESTUD DE PINTURA', '578': 'SERV TECN-PROFISS', '581': 'SERV AUX AGR PECU', '582': 'SERV AUX COM MERC', '583': 'SERV ARMAZENAGEM', '584': 'SERV AUX COM/INDU', '585': 'SERV AUX SEGUROS', '586': 'SERV TRANSP N ROD', '587': 'SERV AUX TRANS RO', '588': 'SERV AUX TRANS MA', '589': 'SERV AUX TOD ATIV', '610': 'ASSIST BENEFICENTE', '611': 'PREV SOC PÚBLICA', '612': 'PREV SOC PARTICULA', '613': 'SIND ASSOC CLASSE', '614': 'INST CIENT TECNOL', '615': 'INST FILOS CULTUR', '616': 'CULTO ATIV AUXILI', '617': 'ENT DESP RECREATIV', '618': 'ORGANIZ CIV POLIT', '619': 'SERV COMUNIT SOC', '623': 'SERV ODONTOLÓGICO', '624': 'SERV VETERINÁRIA', '631': 'ENSINO PÚBLICO', '632': 'ENSINO PARTICULAR', '711': 'PODER LEGISLATIVO', '712': 'JUSTICA ATIV AUXI', '713': 'SERV ADM FEDERAIS', '714': 'SERV ADM ESTADUAIS', '715': 'SERV ADM MUNICIPAI', '721': 'EXÉRCITO', '722': 'MARINHA DE GUERRA', '723': 'AERONÁUTICA', '724': 'POLÍCIA MILITAR', '725': 'POLÍCIA CIVIL', '726': 'CORPO BOMBEIROS', '727': 'OUTR ORG GOV SEGU', '801': 'ORG INTER REP EST', '901': 'OUT ATIV NÃO DEFI', '902': 'ATIV MAL DEFINIDA'}",ATIVIDADE-ULT.TRAB.REM.
V3204,ULT.TRAB.REMUNERADO ERA,318,1,,N,,,9,,,"{'1': 'EMPREGADO', '2': 'PARCEIRO EMPREGADO', '3': 'TRAB.AGRIC.VOLANTE', '4': 'CONTA PRÓPRIA', '6': 'EMPREGADOR', '7': 'PARCEIRO EMPREGADO', '9': 'IGNORADO'}",ULT.TRAB.REMUNERADO ERA
V3205,ANOS EMPREGO ANTERIOR,319,2,,N,,,,,,{},ANOS EMPREGO ANTERIOR
V3215,MESES EMPREGO ANTERIOR,321,2,,N,,,,,,{},MESES EMPREGO ANTERIOR
V3206,POR QUE SAIU ULT.EMPREGO,323,1,,N,,,5,,,"{'2': 'PEDIU PARAR SAIR', '4': 'FOI DISPENSADO', '6': 'APOSENTOU', '9': 'IGNORADO'}",POR QUE SAIU ULT.EMPREGO
V3207,CART.ASSIN.ULT.EMPREGO,324,1,,N,,,4,,,"{'1': 'SIM', '3': 'NÃO', '9': 'IGNORADO'}",CART.ASSIN.ULT.EMPREGO
V3208,RECEBEU FGTS-ULT.EMPREGO,325,1,,N,,,4,,,"{'2': 'SIM', '4': 'NÃO', '9': 'IGNORADO'}",RECEBEU FGTS-ULT.EMPREGO
V3301,SEGURO DESEMP.ULT.EMPR.,326,1,,N,,,4,,,"{'1': 'SIM', '3': 'NÃO'}",SEGURO DESEMP.ULT.EMPR.
V3401,MILIT/FUNC.EST.ULT.TRAB.,327,1,,N,,,4,,,"{'1': 'SIM', '3': 'NÃO'}",MILIT/FUNC.EST.ULT.TRAB.
V3501,ANOS ULT.TRABALHO,328,2,,N,,,,,,{},ANOS ULT.TRABALHO
V3511,MESES ULT.TRABALHO,330,2,,N,,,,,,{},MESES ULT.TRABALHO
V3601,DE 1 A 5 OCUP.ULT.TRAB.,332,1,,N,,,2,,,{'1': 'SIM'},DE 1 A 5 OCUP.ULT.TRAB.
V3611,QTDE.PESSOAS OCUP.-1 A 5,333,2,,N,,,8,,,"{'01': 'UMA', '02': 'DUAS', '03': 'TRES', '04': 'QUATRO', '05': 'CINCO', '09': 'IGNORADO'}",QTDE.PESSOAS OCUP.-1 A 5
V3621,DE 6 A 10 OCUP.ULT.TRAB.,335,1,,N,,,2,,,{'3': 'SIM'},DE 6 A 10 OCUP.ULT.TRAB.
V3631,QTDE.PESSOAS OCUP.6 A 10,336,2,,N,,,8,,,"{'06': 'SEIS', '07': 'SETE', '08': 'OITO', '09': 'NOVE', '10': 'DEZ', '98': 'IGNORADO DE 1 A 10', '99': 'IGNORADO DE 6 A 10'}",QTDE.PESSOAS OCUP.6 A 10
V3641,MAIS DE 10 OCUP.ULT.TRAB,338,1,,N,,,2,,,{'5': 'SIM'},MAIS DE 10 OCUP.ULT.TRAB
V3602,ULT.TRAB.REM.ESTABELECI,339,1,,N,,,9,,,"{'2': 'LOJA/ESCRIT/OFICIN', '3': 'VEÍCULO', '5': 'OUTRO DOMICÍLIO', '6': 'VIA PÚBLICA', '7': 'OUTRO', '9': 'IGNORADO'}",ULT.TRAB.REM.ESTABELECI
V3701,CONTR.PREV.ULT.TRAB.REM.,340,1,,N,,,4,,,"{'1': 'SIM', '3': 'NÃO'}",CONTR.PREV.ULT.TRAB.REM.
V3702,INST.PREV.ULT.TRAB.REM.,341,1,,N,,,5,,,"{'2': 'FEDERAL', '4': 'ESTADUAL', '6': 'MUNICIPAL', '9': 'IGNORADO'}",INST.PREV.ULT.TRAB.REM.
V3801,NASCEU NESTE MUNICÍPIO,342,1,,N,,,4,,,"{'1': 'SIM', '3': 'NÃO'}",NASCEU NESTE MUNICÍPIO
V3802,ANOS NESTE MUNIC.,343,2,,N,,,,,,{},ANOS NESTE MUNIC.
V3812,MESES NESTE MUNIC.,345,2,,N,,,,,,{},MESES NESTE MUNIC.
V3803,UF DE NASCIMENTO,347,2,,N,,,30,,,"{'01': 'RO', '02': 'AC', '03': 'AM', '04': 'RR', '05': 'PA', '06': 'AP', '07': 'MA', '08': 'PI', '09': 'CE', '10': 'RN', '11': 'PB', '12': 'PE', '13': 'AL', '14': 'SE', '15': 'BA', '16': 'MG', '17': 'ES', '18': 'RJ', '19': 'SP', '20': 'PR', '21': 'SC', '22': 'RS', '23': 'MS', '24': 'MT', '25': 'GO', '26': 'TO', '27': 'DF', '28': 'PAIS ESTRANGEIRO', '99': 'IGNORADO'}",UF DE NASCIMENTO
V3804,ÁREA DE NASCIMENTO,349,1,,N,,,4,,,"{'2': 'URBANA', '4': 'RURAL', '9': 'IGNORADO'}",ÁREA DE NASCIMENTO
