VARI,NOME,DESDE,TAM,CODI,S,F,C,CATEG,RENO,TE,categorias_dict,quesito
V5080,GRUPOS DE HORAS,236,1,,,N,,4,,,"{'1': 'ATÉ 39 HORAS', '2': '40 A 48 HORAS', '3': '49 HORAS OU MAIS', '4': 'SEM DECLARAÇÃO'}",GRUPOS DE HORAS
V5040,RAMOS DE ATIVIDADE,237,2,,,N,,12,,,"{'1': 'AGRÍCOLA', '2': 'IND. TRANSFORM.', '3': 'IND. CONSTRUÇÃO', '4': 'OUTRAS ATIV IND', '5': 'COMERCIO MERCAD.', '6': 'PRESTAÇÃO SERVIC', '7': 'SERV AUX ATIV EC', '8': 'TRANSP E COMUNIC', '9': 'SOCIAL', '10': 'ADMIN. PUBLICA', '11': 'OUTRA ATIVIDADE'}",RAMOS DE ATIVIDADE
V5100,HORAS EM TODOS OS TRABS.,239,3,,,N,,,,,{},HORAS EM TODOS OS TRABS.
V5101,GRUPO DE HORAS TODO TRAB,242,1,,,N,,,,,{},GRUPO DE HORAS TODO TRAB
V5050,POSIÇÃO NA OCUPAÇÃO,243,1,,,N,,5,,,"{'1': 'EMPREGADOS', '2': 'CONTA PROPRIA', '3': 'EMPREGADORES', '4': 'NÃO REMUNERADOS', '5': 'SEM DECLARAÇÃO'}",POSIÇÃO NA OCUPAÇÃO
V5030,GRUPOS DE OCUPAÇÃO,244,1,,,N,,10,,,"{'1': 'TECNICAS E AFINS', '2': 'ADMINISTRATIVAS', '3': 'AGROPECUARIA', '4': 'IND TRANSF', '5': 'COMERCIO', '6': 'TRANSP E COMUNIC', '7': 'PREST. SERVICOS', '8': 'OUTRAS OCUPACOES', '9': 'IGNORADO'}",GRUPOS DE OCUPAÇÃO
V9329,NO. COMPONENTES FAMÍLIA,245,2,,,N,,,,,{},NO. COMPONENTES FAMÍLIA
V9330,NO. PESSOAS OCUP. FAMÍLIA,247,2,,,N,,,,,{},NO. PESSOAS OCUP. FAMÍLIA
V5010,RENDA MENSAL DA FAMÍLIA,249,9,,,N,,,,,{},RENDA MENSAL DA FAMÍLIA
V810,IDADE CHEFE DA FAMÍLIA,258,3,,,N,,,,,{},IDADE CHEFE DA FAMÍLIA
V9331,SEXO CHEFE DA FAMÍLIA,261,1,,,N,,3,,,"{'1': 'HOMEM', '3': 'MULHER'}",SEXO CHEFE DA FAMÍLIA
V9332,ANOS ESTUDO CHEFE FAM.,262,1,,,N,,7,,,"{'1': 'SEM INST/MENOS 1', '2': '1 E 2 ANOS', '3': '3 E 4 ANOS', '4': '5 A 8 ANOS', '5': '9 ANOS OU MAIS', '6': 'NÃO DET/SEM DECL'}",ANOS ESTUDO CHEFE FAM.
V5020,CONDIÇÃO ATIV. CHEFE,263,1,,,N,,3,,,"{'1': 'ECONOMICA/ATIVAS', '2': 'NÃO ECON. ATIVAS'}",CONDIÇÃO ATIV. CHEFE
V609,CLASSE RENDA CHEFE FAM.,264,1,,,N,,10,603,,"{'1': 'ATÉ 1/2 SAL.MIN.', '2': 'MAIS DE 1/2 A 1', '3': 'MAIS DE 1 A 2', '4': 'MAIS DE 2 A 3', '5': 'MAIS DE 3 A 5', '6': 'MAIS DE 5 A 10', '7': 'MAIS DE 10 A 20', '8': 'MAIS DE 20', '9': 'SEM RENDIMENTO'}",CLASSE RENDA CHEFE FAM.
V2301,UM OU MAIS TRABALHO,265,1,,N,,,4,,,"{'1': 'MAIS DE UM TRABALH', '3': 'UNICO TRABALHO', '9': 'IGNORADO'}",UM OU MAIS TRABALHO
V2401,CONTRIB.INST.PREVIDENCIA,266,1,,N,,,4,,,"{'1': 'CONTIBUIA', '3': 'NÃO CONTRIBUIA'}",CONTRIB.INST.PREVIDENCIA
V2402,CONTRIB.PREV.TRAB.PRINC.,267,1,,N,,,4,,,"{'2': 'SIM', '4': 'NÃO', '9': 'IGNORADO'}",CONTRIB.PREV.TRAB.PRINC.
V2403,QTOS.TRABALHOS TINHA,268,1,,N,,,6,,,"{'1': 'DOIS', '3': 'TRES', '5': 'QUATRO', '7': 'CINCO OU MAIS', '9': 'IGNORADO'}",QTOS.TRABALHOS TINHA
V2404,CONTRIB.PREV.TRAB.SECUND,269,1,,N,,,4,,,"{'2': 'SIM', '4': 'NÃO', '9': 'IGNORADO'}",CONTRIB.PREV.TRAB.SECUND
V2405,INST.PREV.TRAB.SECUND.,270,1,,,N,,5,,,"{'1': 'FEDERAL', '3': 'ESTADUAL', '5': 'MUNICIPAL', '9': 'IGNORADO'}",INST.PREV.TRAB.SECUND.
V2406,OCUPAÇÃO-TRAB.SECUND.,271,3,,,N,,367,,,"{'1': 'AGRICULTOR', '2': 'CRIADOR BOVINO', '3': 'AVICULTOR', '4': 'CRIADOR DIVERSOS', '5': 'PROP.AGROP.S/ESP', '6': 'EMP.EXT.VEG.PESC', '7': 'EMP. EXTR. MINER', '8': 'EMP. IND. TRANSF', '9': 'EMP. CONSTR. CIV', '10': 'COMERCIANTE', '11': 'HOTEL DON PENSÃO', '12': 'EMPRES TRANSPORT', '13': 'OUTROS PROPRIET', '20': 'MINISTRO ETC', '21': 'DIRETOR ASSESSOR', '30': 'ADM. AGROPEC.', '31': 'ADM.EXT.VEG.PESCA', '32': 'ADM.EXT. MINERAL', '33': 'ADM.IND.TRANSF.', '34': 'ADM.CONSTR.CIVIL', '35': 'ADM.COM.MERCAD.', '36': 'ADM. HOTEIS', '37': 'ADM. TRANSPORTES', '38': 'ADM. FINANCEIRAS', '39': 'OUTROS ADMINISTR', '40': 'ENCARREGADO ADMI', '50': 'FISCAIS TRIBUTOS', '51': 'INSPET. TRABALHO', '52': 'ASSIST. ADMINIST', '53': 'CAIXAS', '54': 'ALMOXARIFES', '55': 'EXPEDIDORES', '56': 'DATILOGRAFOS', '57': 'OP.TELEIMPRESSOR', '58': 'OP.MAQ.P.AUTOMAT', '59': 'SECRETARIAS', '60': 'AUX.CONTABIL', '61': 'OP.COPIADORAS', '62': 'ARQUIVISTAS', '63': 'RECEPCIONISTAS', '64': 'AUX. ADMINISTRAT', '65': 'AUX. ESCRITORIO', '101': 'ENGENHEIRO', '102': 'ARQUITETOS', '103': 'AGRIMENSORES', '104': 'CARTOGRAFOS', '111': 'DESENHISTAS', '112': 'TEC. EDIFIC.', '113': 'OUTR. OCUP. ENG.', '121': 'QUIMICOS', '122': 'FARMACEUTICOS', '123': 'FISICOS', '124': 'GEOLOGOS MINERAL.', '125': 'OUT.QUIMICA/FISIC', '131': 'TEC. QUIMICOS', '132': 'PRATICO FARMACIA', '133': 'TEC.  METEOROLOG', '141': 'AGRONOMOS', '142': 'BIOLOGISTAS', '143': 'FARMACOLOGISTAS', '144': 'VETERINARIOS', '151': 'MEDICOS', '152': 'DENTISTAS', '153': 'ENFERMEIROS DIP', '154': 'OUT. MEDICINA', '161': 'ACADEMICO HOSP', '162': 'ENFERM. NÃO DIP', '163': 'MASSAGISTAS', '164': 'ORTOPTISTAS/OTIC', '165': 'OP.EQ.MEDICOS', '166': 'PARTEIRAS', '167': 'PROTETICOS', '168': 'TEC.ANAL.CLINICA', '171': 'MATEMATICOS', '172': 'ESTATISTICOS', '173': 'ANAL. SISTEMAS', '181': 'ECONOMISTAS', '182': 'CONTADORES', '183': 'TEC. ADMINISTR.', '191': 'TEC. CONTABIL.', '192': 'TEC. ESTATIST.', '193': 'PROG. COMPUTADOR', '201': 'SOCIOLOGOS ETC', '202': 'PSICOLOGOS', '203': 'GEOGRAFOS', '204': 'ASSIST. SOCIAIS', '205': 'OUT. CIENT. SOC.', '211': 'PROF. PESQUISAD', '212': 'PROF. SUPERIOR', '213': 'PROF. 2.GRAU', '214': 'PROF.5 A 8 SÉRIE', '215': 'PROF.1 A 4 SÉRIE', '216': 'PROF. 1. GRAU', '217': 'PROF. PRE.ESC.', '218': 'PROF. PROFISS.', '219': 'PROFESSOR', '221': 'ORIENT. ENSINO', '222': 'INSPETOR ALUNOS', '231': 'MAGISTRADOS', '232': 'PROCURADORES ETC', '233': 'ADVOGADOS ETC', '241': 'TABELIÃES', '242': 'ESCRIVÃES', '243': 'OFICIAIS JUSTICA', '244': 'OUT.AUX.JUSTICA', '251': 'RELIGIOSOS', '261': 'ESCRITOR JORNAL.', '271': 'ESCULTOR PINTOR', '272': 'ARTESÃO', '273': 'DECORADOR/CENOGR', '274': 'FOTOGRAFOS', '275': 'MUSICOS/COMPOSIT', '276': 'ART.TV.CINE.TEAT', '277': 'ART. DE CIRCO', '278': 'LOCUTORES/COMENT', '279': 'PROD.DIRET.ESPET', '280': 'CINEGRAFISTAS ETC', '281': 'OP.EQ.SOM E CENOG', '282': 'OUT.OP.RADIO/TV', '283': 'OP.PROJETO CINE.', '291': 'BIBLIOTECARIOS', '292': 'MUSEOLOGOS ARQ.', '293': 'OUT.OCUP.', '301': 'PROD AGROP AUT', '302': 'TECN AGROPECUAR', '303': 'TRATORISTA AGRIC', '304': 'OUTR TRAB AGROP', '321': 'CAÇADORES', '322': 'PESCADORES', '331': 'MADEIREIROS', '332': 'LENHADORES', '333': 'CARVOEIROS', '334': 'SERINGUEIROS', '335': 'ERVATEIROS', '336': 'APANHAD. PROD VEG', '341': 'MINEIROS', '345': 'CANTEIROS/MARROEI', '351': 'OP MAQ EXT MINERI', '361': 'TRAB EXT GAS PETR', '371': 'GARIMPEIROS', '381': 'SALINEIROS', '391': 'SONDAD.POÇO GAS', '401': 'TEC EMP EXT MIN', '402': 'TEC IND TRANSF', '403': 'MESTRES IND TEXT', '404': 'MESTRE CONST CIV', '405': 'TEC ENERGIA ELET', '406': 'OUTROS MESTRES', '411': 'FORNEIRO METALUR', '412': 'LAMINADORES', '413': 'TREFILADORES', '414': 'MODELADORES MACH', '415': 'GALVANIZADOR ETC', '416': 'AFIADORES/AMOLAD', '417': 'POLIDORES ESMERIL', '418': 'FERRAMENTEIROS', '419': 'ESTAMPADORES MECA', '420': 'OPERADOR PRENSA', '421': 'FRESADOR/FURADOR', '422': 'TORNEIRO MECANIC', '423': 'AJUSTADOR MONTAD', '424': 'MECANICO VEICULO', '425': 'MECANICOS', '426': 'SOLDADORES', '427': 'REBITADORES', '428': 'CALDEIREIROS', '429': 'FERREIROS/SERRAL', '430': 'FUNILEIROS', '431': 'LANTERNEIROS', '441': 'CARDADOR/PENTEAD', '442': 'MAÇAROQUEIRO BOB', '443': 'FIANDEIROS', '444': 'RENDEIROS', '445': 'URDIDORES', '446': 'CORDOEIROS', '447': 'TECELÕES', '448': 'TAPECEIROS', '449': 'REDEIROS', '450': 'ALVEJADORES TINT', '451': 'ESTAMPADOR TEXT', '452': 'ACABADOR D PANO', '461': 'CORREEIRO SELEI', '462': 'CURTIDORES', '470': 'ALFAIATES COSTUR', '471': 'AUX DE COSTURA', '472': 'CALCEIROS/CAMIS', '473': 'MODELISTAS CORT', '474': 'BORDADEIRAS CERZ', '475': 'CHAPELEIRO PALHA', '476': 'CHAPEL. EXC PALH', '477': 'SAPATEIROS', '478': 'TRAB FABR SAPATO', '479': 'BOLSEIRO CINTEIR', '481': 'MARCENEIRO', '482': 'CARPINTEIRO', '483': 'TANOEIROS', '484': 'OPER MAQ MARCEN', '485': 'SERRADORES', '486': 'PREP COMPENSADO', '487': 'ESTOFADOR CAPOT', '488': 'COLCHOEIROS', '489': 'LUSTRADOR MADEIR', '490': 'CESTEIRO E ESTEI', '491': 'MONT EQ ELETRICO', '492': 'MONT EQ ELETRONI', '493': 'REP EQUIPAMENTOS', '494': 'MONTAD RADIO/TV', '495': 'REPAR   RADIO/TV', '496': 'ELETRIC INSTAL', '497': 'INST REP EQ TELE', '498': 'INST REP LIN ELE', '499': 'OP INST ENERG EL', '511': 'ARMADOR CONCRETO', '512': 'PEDREIROS', '513': 'SERV PEDREIRO', '514': 'PINTOR CAIADOR', '515': 'ESTUCADORES', '516': 'LADRILHEIRO TAQ', '517': 'ENCANADORES', '518': 'VIDRACEIRO', '519': 'CALCETEIRO ASFAL', '520': 'CALAFATES', '521': 'OP MAQ CONST CIV', '531': 'LING SALSICHEIRO', '532': 'CHARQUEADORES', '533': 'MAGAREFES', '534': 'OCUP IND LATICIN', '535': 'DOCEIROS CONFEIT', '536': 'MACARRONEIRO PAS', '537': 'PADEIROS', '538': 'FARINHEIRO MOLEI', '539': 'OCUP IND ACUCAR', '540': 'OCUP IND BEBIDAS', '541': 'OCUP IND CAFE', '542': 'OCUP IND PESCADO', '543': 'OCUP IND CHA ETC', '544': 'OCUP IND OLEAGIN', '545': 'OCUP IND ALIMENT', '551': 'LINOTIPISTAS', '552': 'TIPOGRAFOS', '553': 'CLICHERISTA E GR', '554': 'IMPRESSORES', '555': 'REVIS IND GRAFIC', '556': 'ENCADERNADOR CAR', '557': 'OUT OCUP IND GRA', '561': 'VIDREIRO AMPOLEI', '562': 'CERAMISTAS LOUCE', '563': 'PINTORES CERAMIC', '564': 'OLEIROS', '571': 'INSP QUALIDADE', '572': 'OURIVES RELOJOEI', '573': 'LAPIDADORES', '574': 'BORRACHEIROS', '575': 'VULCANIZADOR REC', '576': 'FOGUETEIROS', '577': 'VASSOUREIROS', '578': 'MARMORISTAS', '579': 'PREPADORES FUMO', '580': 'CHARUTEIROS CIGA', '581': 'PINTORES A PISTO', '582': 'OPER EMPILHADEIR', '583': 'FOGUISTAS', '584': 'EMB MERCADORIAS', '585': 'OCUP IND PAPEL', '586': 'OC IND ART BORRA', '587': 'OC IND ART CIMEN', '588': 'SUPERV SEGURANÇA', '589': 'OUT OCUP IND TRA', '601': 'COMERC C/PROPRIA', '602': 'VENDEDORES', '603': 'OPER DE CAIXA', '604': 'REPOSIT MERCADOR', '605': 'DEMONSTRADORES', '611': 'FEIRANTES', '612': 'AGUADEIROS', '613': 'DOCEIROS ETC', '614': 'QUITANDEIROS ETC', '615': 'TRIPEIRO ETC', '616': 'BILHETEIROS', '617': 'OUTR OCUP AMBUL', '621': 'VENDED JORN REV', '631': 'PRACISTAS E VIAJ', '632': 'REPRES COMERCIAL', '633': 'PROPAGANDISTA', '641': 'CORRETOR SEGUROS', '642': 'CORRETOR IMOVEIS', '643': 'CORRET TIT/VALOR', '644': 'AVALIADOR LEILOE', '645': 'OUTR AG CORRETOR', '646': 'COMPRADORES', '711': 'AVIADOR CIVIL', '712': 'COMISS DE BORDO', '721': 'OFIC MARIN MERC', '722': 'MESTRES DE EMBAR', '723': 'MAQ DE EMBARC.', '724': 'FOGUISTA EMBARC.', '725': 'MARINHEIRO CIVIL', '726': 'TAIFEIROS', '727': 'BARQUEIROS CANOE', '731': 'GUINDASTEIROS', '732': 'ESTIVADORES', '741': 'AG ESTR DE FERRO', '742': 'CONDUT CHEF TREM', '743': 'MAQUINISTA TREM', '744': 'FOGUISTAS TREM', '745': 'GUARDA-FREIOS', '746': 'MANOBREIRO SINAL', '751': 'MOTORISTAS', '752': 'TROCADORES', '753': 'CARROCEIRO TROP', '761': 'INSP DESP TRANSP', '762': 'TRAB CONS FERROV', '771': 'AG POSTAL E TELE', '772': 'POSTALISTAS', '773': 'TELEGR. RADIOTEL', '774': 'TELEFONISTAS', '775': 'CARTEIROS', '776': 'GUARDA-FIOS', '801': 'PROPRIETARIOS', '805': 'EMPREG DOMESTICO', '811': 'HOTEL DON PENSÃO', '812': 'CAMAREIROS', '813': 'COZINHEIROS', '814': 'GARÇONS', '815': 'ATENDENTE BAR', '821': 'CABELEIREIROS', '822': 'BARBEIROS', '823': 'MAQUILADORES ETC', '824': 'MANICURO E PEDIC', '825': 'LAVADEIRA PASSAD', '826': 'ENGRAXATES', '831': 'JOGADOR DE FUTEB', '832': 'LUTADOR/ATLETA', '833': 'JUIZ DE ESPORTES', '834': 'TECNICO ESPORTES', '841': 'PORTEIROS', '842': 'ASCENSORISTAS', '843': 'VIGIAS', '844': 'SERVENTES', '845': 'CONTINUOS', '851': 'OFIC FORÇAS ARM', '852': 'PRAÇA FORÇ ARMAD', '853': 'OFIC PRAÇAS BOMB', '854': 'DELEG/COMISS POL', '855': 'INVEST. POLICIA', '856': 'GUARDA-CIV INSP', '857': 'CARCEREIRO ETC', '858': 'DATILOSCOPISTA', '859': 'GUARDA-VIG PARTI', '911': 'APRENDIZES', '912': 'BILHETEIRO DIVER', '913': 'BOMB. EXC C. BOM', '914': 'CAPATAZES', '915': 'DEDETIZADORES', '916': 'GUARD AUTOMOVEIS', '917': 'GUARDA SANITARIO', '918': 'INSPETOR FISCAIS', '919': 'JARDIN EXC LAVOU', '920': 'LIXEIROS', '921': 'LUBRIFICADORES', '922': 'OPER TRAT AGUA', '923': 'OP MAQ EXC AGROP', '924': 'TRABALHAD BRAÇAL', '925': 'TRAB CONS RODOV', '926': 'OUT OCUP MAL DEF', '927': 'SEM DECLARAÇÃO'}",OCUPAÇÃO-TRAB.SECUND.
V2407,ATIVIDADE-TRAB.SECUND.,274,3,,,N,,167,,,"{'11': 'CULTURA AGAVE', '12': 'CULTURA ALGODÃO', '13': 'CULTURA ARROZ', '14': 'CULTURA BANANA', '15': 'CULTURA CACAU', '16': 'CULTURA CAFE', '17': 'CULT CANA-AÇUCAR', '18': 'CULTURA FUMO', '19': 'CULTURA MANDIOCA', '20': 'CULTURA MILHO', '21': 'CULTURA SOJA', '22': 'CULTURA TRIGO', '23': 'HORTIC FLORICULT', '24': 'SILVICULTURA', '25': 'CULT NÃO DISCRIM', '26': 'PECUARIA', '27': 'AVICULTURA', '28': 'APICULT SERICULT', '29': 'ATIV NÃO DEFINID', '31': 'EXT BORRACHA', '32': 'EXT ERVA-MATE', '33': 'EXT PLANTAS FIBR', '34': 'EXT FRUTOS SEMEN', '35': 'EXT MADEIRAS', '36': 'PROD CARVAO VEG', '37': 'ATIV NÃO DEFINID', '41': 'PESCA', '42': 'PISCICULTURA', '50': 'EXT APAR MAT CON', '51': 'EXT PETR GAS NAT', '52': 'EXT CARV PEDRA', '53': 'EXP SALINAS FONT', '54': 'FAIS GAR MIN NMET', '55': 'FAIS GAR MIN MET', '56': 'EXT MIN RADIOATIV', '57': 'EXT MIN NÃO METAL', '58': 'EXT MIN METALICOS', '59': 'ATIV NÃO DEFINIDA', '100': 'IND TRAN MIN NMET', '110': 'IND METALURGICAS', '120': 'IND MECANICAS', '130': 'IND MAT ELET COM', '140': 'IND MAT TRANSPOR', '150': 'IND MADEIRA', '151': 'IND DOMIC ART PAL', '160': 'IND MOBILIARIO', '170': 'IND PAPEL PAPELÃO', '180': 'IND BORRACHA', '190': 'IND COUROS PELES', '200': 'IND QUIMICAS', '201': 'IND PROD PETROL', '210': 'IND FARMAC VETERI', '220': 'IND PERF SABAO VE', '230': 'IND PROD PLASTIC', '240': 'IND TEXTEIS', '241': 'IND DOMIC TEXTEIS', '250': 'IND VESTUARIO', '251': 'IND CALÇADOS', '260': 'IND PROD ALIMENT', '270': 'IND BEBIDAS', '280': 'IND FUMO', '290': 'IND EDIT GRAFICAS', '300': 'ATIV NÃO DEFINIDA', '340': 'IND CONSTRUÇÃO', '351': 'PROD DISTR EN EL', '352': 'PROD DIST GAS CA', '353': 'ABAST AGUA ETC', '354': 'LIMP PUBL REM LIX', '410': 'COM PROD AGROP EX', '411': 'COM GEN ALIMENTIC', '412': 'COM TEC ART TECID', '413': 'COM MOV TAPEC ART', '414': 'COM PAPEL IMPRESS', '415': 'COM FERRAGENS ETC', '416': 'COM MAQ APAREL IN', '417': 'COM VEICULOS ACES', '418': 'COM PROD QUIM FAR', '419': 'COM COMBUST LUBRI', '420': 'COM AMBULANTE', '421': 'FEIRAS', '422': 'SUPERMERCADOS', '423': 'LOJA DE DEPARTAME', '424': 'ATIV NÃO DEFINIDA', '451': 'BANCOS FINANC ETC', '452': 'CAIXAS ECON COOP', '453': 'SEGUROS', '461': 'ADM COM INC IMOV', '462': 'COM TIT E MOEDAS', '463': 'CONC LOTERIAS ETC', '464': 'ORG CART CREDITO', '471': 'TRANS TRAÇ ANIMAL', '472': 'TRANS RODOV PASSA', '473': 'TRANS RODOV CARGA', '474': 'TRANS FERROVIARIO', '475': 'TRANS MARITIMO', '476': 'TRANSPORTE AEREO', '477': 'ATIV NÃO DEFINIDA', '481': 'SERV POSTAIS', '482': 'COMUNIC TELEFONIC', '511': 'SERV ALOJAMENTO', '512': 'SERV ALIMENTAÇÃO', '521': 'SERV REP ELETRIC', '522': 'SERV REP VEICULOS', '523': 'SERV REP MADEIRA', '524': 'SERV REP INSTALAÇ', '525': 'SERV REP NÃO INCL', '531': 'SERV HIGIENE PESS', '532': 'SERV CONFECÇÃO', '533': 'SERV PESS N INCLU', '541': 'SERV CONS VESTUAR', '542': 'SERV LIMP CONSERV', '543': 'SERV VIG E GUARDA', '544': 'SER DOM REMUNERAD', '545': 'SER DOMIC N INCLU', '551': 'SERV DIV ARTIST', '552': 'SERV RADIODIFUSÃO', '571': 'SERV JURIDICO', '572': 'SERV CONTAB AUDIT', '573': 'SERV ASSESSORIA', '574': 'SERV ENGEN ARQUI', '575': 'SERV PUBLIC PROP', '576': 'SERV TRADUÇÃO', '577': 'ESTUD DE PINTURA', '578': 'SERV TECN-PROFISS', '581': 'SERV AUX AGR PECU', '582': 'SERV AUX COM MERC', '583': 'SERV ARMAZENAGEM', '584': 'SERV AUX COM/INDU', '585': 'SERV AUX SEGUROS', '586': 'SERV TRANSP N ROD', '587': 'SERV AUX TRANS RO', '588': 'SERV AUX TRANS MA', '589': 'SERV AUX TOD ATIV', '610': 'ASSIST BENEFICEN', '611': 'PREV SOC PUBLICA', '612': 'PREV SOC PARTICUL', '613': 'SIND ASSOC CLASSE', '614': 'INST CIENT TECNOL', '615': 'INST FILOS CULTUR', '616': 'CULTO ATIV AUXILI', '617': 'ENT DESP RECREATI', '618': 'ORGANIZ CIV POLIT', '619': 'SERV COMUNIT SOC', '621': 'SERV MEDICOS PUBL', '622': 'SERV MEDICOS PART', '623': 'SERV ODONTOLOGICO', '624': 'SERV VETERINARIA', '631': 'ENSINO PUBLICO', '632': 'ENSINO PARTICULAR', '711': 'PODER LEGISLATIVO', '712': 'JUSTICA ATIV AUXI', '713': 'SERV ADM FEDERAIS', '714': 'SERV ADM ESTADUAI', '715': 'SERV ADM MUNICIPA', '716': 'SERV ADM AUTARQUI', '717': 'SERV ADM NÃO DEFI', '721': 'EXERCITO', '722': 'MARINHA DE GUERRA', '723': 'AERONAUTICA', '724': 'POLICIA MILITAR', '725': 'POLICIA CIVIL', '726': 'CORPO BOMBEIROS', '727': 'OUTR ORG GOV SEGU', '801': 'ORG INTER REP EST', '901': 'OUT ATIV NÃO DEFI', '902': 'ATIV MAL DEFINIDA'}",ATIVIDADE-TRAB.SECUND.
V2408,NO TRAB.SECUND.ERA,277,1,,,N,,6,,,"{'2': 'EMPREGADO', '4': 'CONTA-PROPRIA', '6': 'EMPREGADOR', '8': 'NÃO REMUNERADO', '9': 'IGNORADO'}",NO TRAB.SECUND.ERA
V2409,CART.ASSIN.TRAB.SECUND.,278,1,,,,,,,,"{'1': 'SIM', '3': 'NÃO', '9': 'IGNORADO'}",CART.ASSIN.TRAB.SECUND.
V2410,MILIT./FUNC.EST.TRAB.SEC,279,1,,,N,,4,,,"{'2': 'SIM', '4': 'NÃO', '9': 'IGNORADO'}",MILIT./FUNC.EST.TRAB.SEC
V2501,SITUAÇÃO DE ATIVIDADE,280,2,,,N,,12,,,"{'01': 'EMPREG.C/CARTEIRA', '02': 'EMPREG.S/CARTEIRA', '04': 'NÃO REMUNERADO', '05': 'INATIVO', '99': 'IGNORADO'}",SITUAÇÃO DE ATIVIDADE
V2601,MIL./FUNC.EST.TRAB.PRINC,282,1,,,N,,4,,,"{'1': 'SIM', '3': 'NÃO'}",MIL./FUNC.EST.TRAB.PRINC
V2701,QTDE.NÃO REMUNERADOS,283,2,,,N,,,,,{},QTDE.NÃO REMUNERADOS
V2801,GOSTARIA MUDAR P/EMP.C/C,285,1,,,N,,4,,,"{'1': 'SIM', '3': 'NÃO'}",GOSTARIA MUDAR P/EMP.C/C
V2802,POR QUE NÃO GOSTARIA,286,1,,,N,,8,,,"{'1': 'GANHAVA MAIS', '2': 'AFAZERES DOMESTICO', '3': 'OUTRAS ATIVIDADES', '4': 'SATISFEITO', '6': 'OUTRO', '9': 'IGNORADO'}",POR QUE NÃO GOSTARIA
V2901,DE 1 A 5 OCUP.TRAB.PRINC,287,1,,,N,,2,,,{'1': 'SIM'},DE 1 A 5 OCUP.TRAB.PRINC
V2911,QTDE.PESSOAS OCUP.1 A 5,288,2,,,N,,8,,,"{'01': 'UMA', '02': 'DUAS', '03': 'TRES', '04': 'QUATRO', '05': 'CINCO', '09': 'IGNORADO'}",QTDE.PESSOAS OCUP.1 A 5
V2921,DE 6 A 10 OC.TRAB.PRINC.,290,1,,,N,,2,,,{'3': 'SIM'},DE 6 A 10 OC.TRAB.PRINC.
V2931,QTDE.PESSOAS OCUP.6 A 10,291,2,,,N,,8,,,"{'06': 'SEIS', '07': 'SETE', '08': 'OITO', '09': 'NOVE', '10': 'DEZ', '98': 'IGNORADO DE 1 A 10', '99': 'IGNORADO DE 6 A 10'}",QTDE.PESSOAS OCUP.6 A 10
V2941,MAIS DE 10 OC.TRAB.PRINC,293,1,,,N,,2,,,{'5': 'SIM'},MAIS DE 10 OC.TRAB.PRINC
V2902,TRAB.PRINC.ESTABELEC.EM,294,1,,,N,,9,,,"{'2': 'LOJA/ESCRIT/OFICIN', '3': 'VEICULO', '5': 'OUTRO DOMICÍLIO', '6': 'VIA PÚBLICA', '7': 'OUTRO', '9': 'IGNORADO'}",TRAB.PRINC.ESTABELEC.EM
V3001,ANOS NO TRABALHO PRINC.,295,2,,,N,,,,,{},ANOS NO TRABALHO PRINC.
V3011,MESES NO TRABALHO PRINC.,297,2,,,N,,,,,{},MESES NO TRABALHO PRINC.
V3002,PROC.OUT.TRAB(23 A 29/4),299,1,,,N,,4,,,"{'1': 'SIM', '3': 'NÃO', '9': 'IGNORADO'}",PROC.OUT.TRAB(23 A 29/4)
V3003,PROC.OUT.TRAB(1/3-22/4),300,1,,,N,,4,,,"{'2': 'SIM', '4': 'NÃO', '9': 'IGNORADO'}",PROC.OUT.TRAB(1/3-22/4)
V3004,PROV.P/CONS.OUTRO TRAB.,301,1,,,N,,10,,,"{'2': 'FEZ CONCURSO', '4': 'ANUNCIO', '7': 'OUTRA', '8': 'NENHUMA', '9': 'IGNORADO'}",PROV.P/CONS.OUTRO TRAB.
V3005,DIA ULT.PROVIDENCIA,302,2,,,N,,33,,,"{'01': 'PRIMEIRO', '02': 'DOIS', '03': 'TRES', '04': 'QUATRO', '05': 'CINCO', '06': 'SEIS', '07': 'SETE', '08': 'OITO', '09': 'NOVE', '10': 'DEZ', '11': 'ONZE', '12': 'DOZE', '13': 'TREZE', '14': 'CATORZE', '15': 'QUINZE', '16': 'DEZESSEIS', '17': 'DEZESSETE', '18': 'DEZOITO', '19': 'DEZENOVE', '20': 'VINTE', '21': 'VINTE E UM', '22': 'VINTE E DOIS', '23': 'VINTE E TRES', '24': 'VINTE E QUATRO', '25': 'VINTE E CINCO', '26': 'VINTE E SEIS', '27': 'VINTE E SETE', '28': 'VINTE E OITO', '29': 'VINTE E NOVE', '30': 'TRINTA', '31': 'TRINTA E UM', '99': 'IGNORADO'}",DIA ULT.PROVIDENCIA
V3015,MÊS ULT.PROVIDÊNCIA,304,2,,,N,,4,,,"{'08': 'AGOSTO', '09': 'SETEMBRO', '99': 'IGNORADO'}",MÊS ULT.PROVIDÊNCIA
V3006,ESTAVA TOMANDO PROVID.,306,1,,,N,,5,,,"{'2': 'MUDAR DE TRABALHO', '4': 'TRABALHO ADICIONAL', '6': 'O QUE CONSEGUISSE', '9': 'IGNORADO'}",ESTAVA TOMANDO PROVID.
V3007,HORAS DISP.TRAB.ADIC.,307,2,,,N,,,,,{},HORAS DISP.TRAB.ADIC.
